step,EvalAverageReward
1000,-60.4819055729584
2000,-64.82078011563
3000,-51.1432255278544
4000,-53.4411661778883
5000,-54.3907709196438
6000,-72.7353491231964
7000,-67.1069448512579
8000,-63.2652666949776
9000,-61.1975266415211
10000,-61.8207817502506
11000,-49.2540931871438
12000,-50.2437567638124
13000,-52.2974124047194
14000,-55.7555927563177
15000,-63.4707305514689
16000,-71.010891963973
17000,-65.2576071507855
18000,-61.4199211843861
19000,-53.8019587974828
20000,-52.9194849002043
21000,-43.4042248864488
22000,-66.4264844520068
23000,-59.1836184539821
24000,-56.1583801638345
25000,-50.2588371891157
26000,-61.9002367839317
27000,-67.3903032261138
28000,-50.0727939109573
29000,-51.7797616908033
30000,-59.6686781665178
31000,-51.6216454754113
32000,-84.000931195799
33000,-67.5200594816314
34000,-82.8963955270417
35000,-58.6887359366473
36000,-72.2737091995057
37000,-59.0270180588729
38000,-48.7587724861039
39000,-56.487207096613
40000,-74.6846333146093
41000,-59.6727330910009
42000,-67.9708362723827
43000,-52.812102922446
44000,-65.125149672503
45000,-56.7678780958394
46000,-81.2315836751777
47000,-62.9024961595422
48000,-77.6220115348951
49000,-69.6167150367941
50000,-63.8225269232814
51000,-85.8885975698388
52000,-53.8385245741214
53000,-63.9740394275293
54000,-71.6783476779824
55000,-77.4033430439868
56000,-58.0741650890638
57000,-51.8496307024016
58000,-56.4314906314605
59000,-61.0104827379979
60000,-71.9866943647825
61000,-66.2394331894481
62000,-50.7264560362365
63000,-65.5677046462002
64000,-63.799553737766
65000,-56.4815086560599
66000,-66.1891916624126
67000,-53.4251702338518
68000,-50.9074505548001
69000,-72.523822675799
70000,-70.4440998674338
71000,-43.9343971405691
72000,-54.9049823176718
73000,-52.4883706490031
74000,-53.2900348039271
75000,-63.0033439932846
76000,-86.7801941522832
77000,-62.8808713006068
78000,-78.1721464192871
79000,-52.4984964407531
80000,-72.8153003232869
81000,-67.2519701869522
82000,-54.9791167361471
83000,-53.8156703068055
84000,-64.7594897728044
85000,-53.37255554316
86000,-55.1974312134378
87000,-63.8382591096354
88000,-50.5446350046558
89000,-59.3098385000084
90000,-77.2956371879638
91000,-73.6979040030188
92000,-54.2127722805981
93000,-52.4849600696188
94000,-58.5819037125218
95000,-64.9153766614915
96000,-67.0402773389062
97000,-55.0473156268127
98000,-62.6781051173713
99000,-86.2135997433127
100000,-62.5631055334388
101000,-79.3407378930983
102000,-34.0691420449048
103000,-18.1823853977077
104000,-14.4894025576516
105000,-9.65674362746821
106000,-9.09935356703282
107000,-6.58400132452923
108000,-6.49602286224339
109000,-7.17807813329174
110000,-4.65951241182829
111000,-4.53735836792086
112000,-4.09041286571692
113000,-4.43061814602453
114000,-5.58543908248363
115000,-6.09436122096856
116000,-6.15661474734594
117000,-6.69413968162467
118000,-4.14432041334825
119000,-6.3286375258834
120000,-5.11373304591876
121000,-7.4771411996878
122000,-7.73377101574231
123000,-6.63220731210918
124000,-4.08994476615729
125000,-6.16811982193317
126000,-4.52347136873377
127000,-3.80839526925129
128000,-3.27133767814449
129000,-3.37490199548042
130000,-2.85256797192243
131000,-2.95481802800291
132000,-2.96410280992331
133000,-3.63008331986011
134000,-5.87238059969857
135000,-3.67485146965449
136000,-4.08248351135266
137000,-4.20987924570139
138000,-2.5194581576733
139000,-3.08890455636579
140000,-2.77413554801022
141000,-2.65878827179402
142000,-2.65731829661506
143000,-3.06660980971375
144000,-4.28183846291283
145000,-4.2209950488221
146000,-2.71508211231189
147000,-2.57298336001922
148000,-2.98271457624565
149000,-2.69454679619608
150000,-2.88883735019408
151000,-2.59950944168284
152000,-3.50822762294973
153000,-2.52059853163512
154000,-3.64191824100591
155000,-3.28283482882474
156000,-3.24306125713531
157000,-2.94269715650719
158000,-2.93501714412078
159000,-3.75367948667315
160000,-2.62288136307525
161000,-2.53771065524352
162000,-2.46535846975694
163000,-2.56903880032762
164000,-2.44124769617158
165000,-2.53497437912678
166000,-2.61793828513505
167000,-3.14119804841296
168000,-3.2175258921777
169000,-2.56135565040429
170000,-2.76405720514022
171000,-2.91694234585708
172000,-2.66535485824021
173000,-2.53068850791156
174000,-2.71214722950049
175000,-3.08069399671759
176000,-2.83616971867226
177000,-2.69513789018372
178000,-2.78138945299464
179000,-3.1138514244032
180000,-2.49003075574741
181000,-2.62991475065027
182000,-2.44121188350981
183000,-2.58242633870677
184000,-2.37708573162539
185000,-2.4483268243546
186000,-2.48416762449793
187000,-2.63364684158521
188000,-2.74782366365733
189000,-2.26510999458802
190000,-2.45438887837191
191000,-3.22602335401046
192000,-2.59336850371004
193000,-2.60292225639014
194000,-2.89358260738681
195000,-3.87879435558896
196000,-2.23356731045526
197000,-3.11090154215996
198000,-2.46279581564986
199000,-2.91110108548679
200000,-2.32427413767499
201000,-2.28883628117813
202000,-2.5680050196066
203000,-2.27060387680425
204000,-2.22302023691084
205000,-2.24056235892264
206000,-2.2582559716621
207000,-2.433997007218
208000,-2.27937670085224
209000,-2.27825749657309
210000,-2.30929385098235
211000,-2.22679142702531
212000,-2.26563536117517
213000,-2.22341667943123
214000,-2.20332890722555
215000,-2.19353451552835
216000,-2.23323916392899
217000,-2.22394547134466
218000,-2.26607667493267
219000,-2.14876029745587
220000,-2.14009996745583
221000,-2.15636732629238
222000,-2.12482712684952
223000,-2.15890007974847
224000,-2.13958624727372
225000,-2.14559251604189
226000,-2.13844904329026
227000,-2.13067410737957
228000,-2.14222529651577
229000,-2.1352186170632
230000,-2.18062031472139
231000,-2.20200834140649
232000,-2.19962989599981
233000,-2.17366486163055
234000,-2.12760961695319
235000,-2.13041782823378
236000,-2.15630679310222
237000,-2.14762376003836
238000,-2.12781805503205
239000,-2.12127919535196
240000,-2.1233277534351
241000,-2.15494701839489
242000,-2.11620681172363
243000,-2.12572772799279
244000,-2.11899735423668
245000,-2.12934350639791
246000,-2.11426202987605
247000,-2.13741348104293
248000,-2.11813098961642
249000,-2.12153734018903
250000,-2.11909607186026
251000,-2.11611779984014
252000,-2.13059103279301
253000,-2.12075380901828
254000,-2.11682291873758
255000,-2.12118939419713
256000,-2.12501242719351
257000,-2.1278740606344
258000,-2.12337009475357
259000,-2.11174165275724
260000,-2.14755498102376
261000,-2.11617348287849
262000,-2.11767503935487
263000,-2.14071170095638
264000,-2.13135238359777
265000,-2.15234705850913
266000,-2.15795682518063
267000,-2.13443565262309
268000,-2.15512266928287
269000,-2.12447654240633
270000,-2.14237300953705
271000,-2.12297669963786
272000,-2.13104369745626
273000,-2.11260062218442
274000,-2.14495451659075
275000,-2.12476870703619
276000,-2.12596310676207
277000,-2.10965315629013
278000,-2.11771496864848
279000,-2.11791122852129
280000,-2.12597824033872
281000,-2.10913996303736
282000,-2.11895709570733
283000,-2.1429244131864
284000,-2.13939245054109
285000,-2.11050547764872
286000,-2.11497370163326
287000,-2.11586887757771
288000,-2.1381653874193
289000,-2.11936735869569
290000,-2.11729103283623
291000,-2.29748477768576
292000,-2.11476974789661
293000,-2.12340104251317
294000,-2.11517550049951
295000,-2.17723566701167
296000,-2.11707033338287
297000,-2.11790040531135
298000,-2.11504689849797
299000,-2.20378387891856
300000,-2.11962932133869
