step,EvalAverageReward
1000,-95.9843822078926
2000,-95.5641677114966
3000,-99.4146645356104
4000,-89.2528370139939
5000,-91.0551457359991
6000,-101.102845172074
7000,-98.8329113005532
8000,-96.2617556204984
9000,-90.0336092021321
10000,-97.4001401870532
11000,-90.8796368536753
12000,-91.1583073683
13000,-96.7695526480992
14000,-92.3619329015753
15000,-88.1646569424346
16000,-96.2369273843989
17000,-96.2534562314039
18000,-90.2961184471686
19000,-86.7924647713997
20000,-99.4123697072527
21000,-100.047269029135
22000,-91.9425689878765
23000,-88.1226310344697
24000,-97.0283230040793
25000,-95.3852537099269
26000,-98.9817485077626
27000,-99.1863600566415
28000,-92.3332488446305
29000,-93.3344219230555
30000,-94.3867571408621
31000,-87.9317208771169
32000,-88.9346479875061
33000,-94.5787987239046
34000,-95.3996120776048
35000,-90.5538305119888
36000,-94.3234423585375
37000,-93.4231488201599
38000,-98.5102440670504
39000,-91.9931608211802
40000,-90.3406206417936
41000,-89.5287315041401
42000,-96.2999065292
43000,-91.7019649996167
44000,-98.4089111280599
45000,-86.3523431655421
46000,-96.271112663911
47000,-92.2270103016011
48000,-90.7129821856942
49000,-88.7310683359501
50000,-89.092527886713
51000,-98.1063884968323
52000,-93.9664874802808
53000,-90.5445340621963
54000,-95.3023754222074
55000,-92.083070408569
56000,-93.5430150334248
57000,-95.5535607130488
58000,-91.7750651279646
59000,-95.0156673683549
60000,-91.1911237390757
61000,-88.6209592126772
62000,-103.170100364912
63000,-89.9429258615297
64000,-87.4639935410794
65000,-98.587763173074
66000,-91.5075046871951
67000,-87.9069777539818
68000,-100.363918431019
69000,-92.475293876429
70000,-94.1457581480908
71000,-97.0586809995769
72000,-94.1907993886218
73000,-97.4024257478522
74000,-82.5884107918447
75000,-91.582493122554
76000,-91.1287473600312
77000,-95.6711308037466
78000,-87.7066408389313
79000,-97.1461073434026
80000,-92.5454297000677
81000,-88.869619484763
82000,-91.5647883642917
83000,-89.3589089835309
84000,-92.3506397851261
85000,-94.7179324244656
86000,-91.3450214376431
87000,-93.3816857277602
88000,-93.6944929158576
89000,-92.2468742189301
90000,-89.9151702733797
91000,-90.0138847448205
92000,-92.3488818424859
93000,-94.3733948655059
94000,-97.7546978722816
95000,-97.1678502540209
96000,-93.3277267391766
97000,-90.1903704480344
98000,-92.8214159794683
99000,-88.5080990488672
100000,-89.3902424575711
101000,-88.530683744249
102000,-95.8785576147486
103000,-52.3480362925389
104000,-18.9329812592218
105000,-11.489314276643
106000,-8.86680052337654
107000,-8.24284888498077
108000,-7.85505736928238
109000,-6.98697332277022
110000,-6.61285455656591
111000,-6.16391956187374
112000,-6.12282172834197
113000,-5.6040920932413
114000,-5.4722588302664
115000,-5.57383341247959
116000,-5.32225225716969
117000,-5.27067050094202
118000,-5.08146859302916
119000,-4.97550767619068
120000,-4.93351202353569
121000,-5.0012500691792
122000,-4.5735966109844
123000,-4.38175236898618
124000,-4.31944744049255
125000,-4.09569264277989
126000,-4.05000458907932
127000,-3.95489882277783
128000,-3.84519186451687
129000,-3.78212711227395
130000,-4.01014019179615
131000,-3.9896023743936
132000,-4.16868128252702
133000,-4.36770332956283
134000,-4.35563372508125
135000,-4.62346404395182
136000,-4.54485607265889
137000,-4.81441311319346
138000,-4.66798215897119
139000,-4.9070200520662
140000,-4.88112623398276
141000,-4.47904490798132
142000,-4.09860962523232
143000,-3.64781603860904
144000,-3.58125722572053
145000,-3.48742045058799
146000,-3.35855079112984
147000,-3.22921630777685
148000,-3.12992068218543
149000,-3.37634674737397
150000,-3.33966816129292
151000,-3.31464390058744
152000,-3.2210721773763
153000,-3.30260412210699
154000,-3.33427743846034
155000,-3.44781229544674
156000,-3.53792252575701
157000,-3.44743213863208
158000,-3.55016807607416
159000,-3.55652331313134
160000,-3.51993640744559
161000,-3.46743465149259
162000,-3.34040176602906
163000,-3.28506872828411
164000,-3.19798359627927
165000,-3.18219223388255
166000,-3.18523383154336
167000,-3.24487729547159
168000,-3.17436719176339
169000,-3.18072062966114
170000,-3.31068633436785
171000,-3.49659241062246
172000,-3.44671548807545
173000,-3.47045142321054
174000,-3.67486992290105
175000,-3.69993194289791
176000,-3.7757318558176
177000,-3.75108429028892
178000,-3.67649276632942
179000,-3.60462101067595
180000,-3.62332618311341
181000,-3.59576341946674
182000,-3.27320696301753
183000,-3.31924787628095
184000,-3.34722598764735
185000,-3.46279758075693
186000,-3.51868234179435
187000,-3.28985731704462
188000,-3.09775588427402
189000,-3.14473457420062
190000,-2.89491177347479
191000,-2.88628691690227
192000,-2.83777075660358
193000,-2.79513796378307
194000,-2.796122903236
195000,-2.79753846177225
196000,-2.80355492774257
197000,-2.78882748753053
198000,-2.7700231030472
199000,-2.81189462001701
200000,-2.85805320050413
201000,-2.94422669223994
202000,-2.94866586220172
203000,-2.97660937240688
204000,-3.03889226812731
205000,-3.1253629710809
206000,-3.25617183816705
207000,-3.17243786464596
208000,-3.14697209267264
209000,-3.07247199893473
210000,-3.21994334432872
211000,-3.23919387254375
212000,-3.2511895818387
213000,-3.44364803211283
214000,-3.33662511414527
215000,-3.05239341017636
216000,-2.96341903163308
217000,-2.87564203392581
218000,-2.72920200557964
219000,-2.68663355126324
220000,-2.59188883221754
221000,-2.54694237332974
222000,-2.46634682391402
223000,-2.40771728972665
224000,-2.34651550001153
225000,-2.30388196510659
226000,-2.2559130030922
227000,-2.25266173458267
228000,-2.22779864971776
229000,-2.17860268609661
230000,-2.13914191148295
231000,-2.15499847667313
232000,-2.11269860198966
233000,-2.1356109476018
234000,-2.10424556199524
235000,-2.09940268556417
236000,-2.0832549538869
237000,-2.06790099230986
238000,-2.07392089329942
239000,-2.04353568537204
240000,-2.03389159913646
241000,-2.03300157177373
242000,-2.01350055034308
243000,-1.99744253308667
244000,-1.99361098217745
245000,-2.03107674995856
246000,-2.00809387052474
247000,-2.01159012585624
248000,-1.99133814542732
249000,-1.96725414385436
250000,-1.9709573661223
251000,-1.95247712949332
252000,-1.95189190950534
253000,-1.92285532102841
254000,-1.91336312751295
255000,-1.88525670922278
256000,-1.84497069638555
257000,-1.85212741497235
258000,-1.85304170765675
259000,-1.83767101591446
260000,-1.81779151695008
261000,-1.8062350185711
262000,-1.80788708266701
263000,-1.79825225838795
264000,-1.79897435978677
265000,-1.78876747896628
266000,-1.77577419134612
267000,-1.77383058522086
268000,-1.76597383317639
269000,-1.7659164392825
270000,-1.77382642137233
271000,-1.76957553132404
272000,-1.75777105202756
273000,-1.79016724422914
274000,-1.77538440142369
275000,-1.7771062109533
276000,-1.77058128513162
277000,-1.77462788127581
278000,-1.77570368534592
279000,-1.77727183301606
280000,-1.78128104857941
281000,-1.77749550485706
282000,-1.77637306328679
283000,-1.77253188556541
284000,-1.76220611358371
285000,-1.75148702885965
286000,-1.74872270237606
287000,-1.75135313866779
288000,-1.74974805358851
289000,-1.74145860519269
290000,-1.73993698620337
291000,-1.73730964713783
292000,-1.72985733859441
293000,-1.71298806294341
294000,-1.72642249179414
295000,-1.71582579495957
296000,-1.71005820253264
297000,-1.70873787899335
298000,-1.72211454370198
299000,-1.72543465399922
300000,-1.72185102746691
