time,desired_D_u,hat{D_{u}},desired_D_v,hat{D_{v}},desired_D_w,hat{D_{w}},desired_D_q,hat{D_{q}},desired_D_r,hat{D_{r}},desired_x,x,desired_y,y,desired_z,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
12.8,-5.013209232985,-5.25163934771879,5.01528220210454,5.01580240313499,0.324047821643135,0.321069120145263,-0.20140620037383,-0.16917935885207,-5.70901903358835,-5.59670803453236,9.3964547368541,9.67455981765947,-3.42149651150665,-2.46922526462645,-8.19999999999959,-8.03923407244698,0.0049918641792,0.007426813084232,0.001979942717598,8.84742216412886,37.32580892123,3.77061394359379
12.9,-4.5307981827055,-4.82301127828502,4.81871900448442,4.82265367739611,0.205875917738153,0.206279799374774,-0.186529164269152,-0.098627629179258,-5.65104482629717,-5.6348430373568,9.34407713241427,9.63602555452928,-3.56205313597268,-2.61490051028466,-8.22499999999957,-8.06463284741622,0.004016733501414,0.009367489373736,0.001872585911874,38.0823762408628,6.73881304492404,8.37534092449136
13,-3.99873082208211,-4.61428950310371,4.59444110539534,4.59488101903505,0.081211347848282,0.082477628020756,-0.186300035882912,-0.009650998060839,-5.50362714236626,-5.3995680615719,9.28959715003967,9.59528943471933,-3.70180831351041,-2.75976582559951,-8.24999999999956,-8.09025615951574,0.003199838773182,0.011093111431992,0.002392818401216,0.96883515597007,15.9478436040331,4.25617141578752
13.1,-3.42340137656031,-3.98698809693966,4.34327550191213,4.34291965943346,-0.049077068442411,-0.043273864356112,-0.200625126295959,-0.322673815658938,-5.26787207950251,-5.4673039247783,9.23302704749652,9.55238981318773,-3.84073059979449,-2.90361789175405,-8.27499999999954,-8.11604635840672,0.002715844023843,0.012271939590374,0.003233699514858,10.3473013932577,22.921821075848,-3.67143220402877
13.2,-2.81176127417654,-3.2917626299534,4.0662412967759,4.06669168276871,-0.184039523375608,-0.185435430817596,-0.229029073745003,-0.138960462852705,-4.94672223892005,-5.20567786826036,9.17437955281922,9.50725057902831,-3.97878873789658,-3.04656624768077,-8.29999999999953,-8.14192541246866,0.002411824838827,0.012939976706033,0.004995584718786,10.5728857316647,7.39761857394813,-16.9677596078978
13.3,-2.17123270603765,-2.78636335833218,3.7645433699523,3.77178017283273,-0.32265216826328,-0.323462702829503,-0.270652768895142,-0.165416191522079,-4.54487635235067,-4.92619104809381,9.11366786144666,9.45981100206887,-4.11595166531803,-3.18846890206914,-8.32499999999952,-8.16782592232443,0.002368714903161,0.013686268101323,0.006139678651484,29.431701893641,18.130832801763,11.4923698467693
13.4,-1.50961593580678,-2.22395449979837,3.43956464574034,3.44622648357308,-0.463824804606705,-0.461225883069386,-0.324259283973714,-0.456789218472724,-4.06866839074788,-4.56216207681219,9.05090563325328,9.40974881354902,-4.25218852097883,-3.33024374155293,-8.3499999999995,-8.19386583307741,0.001563019702643,0.013465649884124,0.006623675890563,19.7784581790739,14.3930883040898,8.85878077683966
13.5,-0.834991587483711,-1.19851342375051,3.09285701587238,3.10080640319192,-0.606409258815177,-0.609604830867694,-0.388247843395124,-0.4812874224743,-3.52590943448383,-3.98418908414254,8.98610698947564,9.3576214285773,-4.38746865216119,-3.47075090461145,-8.37499999999949,-8.21971241006772,0.0012535356844,0.012239322881707,0.007272476449851,17.5221305244661,-14.4109330746571,6.46545296010385
13.6,-0.155619206437139,-0.575797904451874,2.72613098934727,2.73664135701201,-0.749208374182132,-0.756814985853093,-0.460675718422718,-0.299483463337962,-2.92569648561394,-3.39640901125519,8.91928650953522,9.30303349301183,-4.52176162140631,-3.61104041565592,-8.39999999999948,-8.24547139689063,0.0002769372077,0.01113989890106,0.008060931498663,24.4792125114999,-2.49950893206304,24.9915294412479
13.7,0.520166563449627,0.032361152158497,2.34124414945791,2.35728741247284,-0.890985548242131,-0.894879300793491,-0.539287773996935,-0.210904608428442,-2.27819319449615,-2.93576483148642,8.85045922775812,9.24644474090331,-4.65503721336266,-3.74998809806764,-8.42499999999946,-8.27094431849628,-0.000174224816865,0.010060203137785,0.007263278008887,3.98316502334047,14.0268127424121,2.46267233509131
13.8,1.18406081411969,0.726553247433119,1.94018850753948,1.9525332389261,-1.03047473867771,-1.02840358880818,-0.621553244959627,-0.484585393959412,-1.59438813607099,-2.38750486909946,8.77964062999237,9.18865838752427,-4.78726544158429,-3.8861204281941,-8.44999999999945,-8.29585285251899,0.001558387819101,0.008155007534759,0.005670126933325,12.181784762878,9.97223891764296,-13.1640979713241
13.9,1.8278928359471,1.40830786282982,1.52507685130283,1.5336064778314,-1.16639085661249,-1.16261876247816,-0.704709174320959,-0.393889294350472,-0.885836789111311,-1.7316759007267,8.7068466501237,9.12877982569896,-4.91841655527769,-4.02186082902815,-8.47499999999943,-8.32057990385523,0.002838641564559,0.005755052175587,0.005200342724095,6.50371624772582,22.4943334324006,-9.78863384553871
14,2.44372883335702,1.95957438730187,1.09812819316863,1.11453563125029,-1.29744046245343,-1.28348130862881,-0.785809810650003,-0.554438775250837,-0.164393732132109,-0.942057497833122,8.63209366649049,9.06695766299106,-5.04846104599557,-4.15677670173944,-8.49999999999942,-8.34501688176708,0.004105289389988,0.002406437089238,0.004019803082782,5.67798747039847,30.2904480154013,-15.440653137829
14.1,3.02397154481895,2.47922784402557,0.661652430721477,0.676068402868738,-1.4223326764617,-1.42984305446838,-0.861781137672318,-0.709604593099622,0.558058236162661,-0.228225205442169,8.5553984981987,9.00293011086135,-5.17736965427614,-4.29133217960605,-8.52499999999941,-8.36918545810893,0.004801036184134,-0.000439111709978,0.001524398047262,14.5257314412337,0.400292249502209,4.51225167920277
14.2,3.5614554633731,3.04062206542985,0.218034337212196,0.237295748200001,-1.53979021396533,-1.53788470057326,-0.929479599087701,-0.889931121662393,1.26987532035571,0.522281803357846,8.47677840133763,8.93662283820363,-5.30511337622636,-4.42592047167746,-8.54999999999939,-8.39323755492467,0.004495661370197,-0.002381825752858,-0.003611986826621,7.33547072612746,-10.621092220947,-15.0151973740938
14.3,4.04953641617555,3.72153657401488,-0.230282995094818,-0.218774834864497,-1.64856045359697,-1.63025280542919,-0.985753987596071,-0.969703192343375,1.95990971101496,1.26079549976793,8.3962510650974,8.868567116149,-5.43166347004771,-4.56003617225286,-8.57499999999938,-8.41713194111103,0.003862003643581,-0.007093988024865,-0.009179762973008,20.9165037897737,-29.2714256099561,-27.1241985816618
14.4,4.48217434047588,4.20623731467891,-0.680815132037588,-0.678791057326968,-1.74742644616108,-1.74009948182741,-1.02750939098652,-0.815928432669488,2.61775005490087,1.77537282696776,8.31383460778895,8.7993619277353,-5.55699146250296,-4.69287970941902,-8.59999999999937,-8.44044608854578,0.003933937513928,-0.014909080830607,-0.013010265436199,18.2453035130723,-1.40960022476688,-23.1159367202859
14.5,4.85400818783203,4.34257597024968,-1.13105356555201,-1.13611932339934,-1.83521777171559,-1.84167356450996,-1.05177203143523,-0.969111525669185,3.23393961151591,2.56519068215465,8.22954757276747,8.72834535133418,-5.68106915532252,-4.8254097867998,-8.62499999999935,-8.46314268950639,0.003568616390427,-0.020711096076984,-0.01319620574063,-1.17688052650025,17.9823394652749,18.1670422461214
14.6,5.16042199686701,4.95059733599508,-1.57848314109257,-1.57173063235097,-1.91082115319405,-1.92263296834925,-1.05575379807127,-0.874147845908773,3.80016691036141,3.07959836685843,8.14340892426027,8.65624737127907,-5.80386863154898,-4.95540159201578,-8.64999999999934,-8.48513606272133,0.005027217407416,-0.022546007502684,-0.009959564593793,19.7827657559506,20.7843045727459,-30.8782629367132
14.7,5.39760129594434,5.29658590135879,-2.02059951218688,-2.00426203406722,-1.97319073639267,-1.987115485159,-1.03691525823726,-1.14843276344731,4.30942446753318,3.73467776218785,8.05543804309986,8.58142150587014,-5.92536226181822,-5.08461876137011,-8.67499999999932,-8.5072343497249,0.005809897577847,-0.022031114216076,-0.00689510349909,11.6587644380539,6.82408240639165,-27.9297468368186
14.8,5.56257912907244,5.49067957963125,-2.45492649003239,-2.43958133853039,-2.02135794839088,-2.03159344176688,-0.993025940153991,-0.900813087440948,4.75613197379335,4.25366632691386,7.96565472236337,8.50402390883352,-6.04552271057599,-5.21243129367254,-8.69999999999931,-8.5297085548848,0.006420322796554,-0.020923267247865,-0.004318516149609,15.0854964676939,18.5816011276021,-1.00368134728435
14.9,5.65327113929763,5.5649336502808,-2.87903315727435,-2.8632172767804,-2.05444084944797,-2.06684941507842,-0.92222070896224,-0.969579074043938,5.13622130675789,4.60348057589837,7.87407916291921,8.42442412531295,-6.16432294222824,-5.33835428623028,-8.72499999999929,-8.55261597805244,0.007382772011619,-0.018249350151536,-0.002785102168346,-1.61540620782551,35.4196034404227,-23.586633084634
15,5.66849929184126,5.38411648516035,-3.29055061735407,-3.27433406018581,-2.07165289709986,-2.07489769811124,-0.823051109041241,-1.0014563008074,5.44718172292514,4.85131388163828,7.78073196888192,8.34296156848314,-6.28173622722404,-5.46221650797628,-8.74999999999928,-8.57608422165071,0.008940727130318,-0.014363047537504,-0.002537299415193,-40.7137027526317,46.2110608025316,-32.9877162501838
15.1,5.60800397222728,5.67869503744274,-3.68718825406307,-3.67322987226622,-2.07231104553951,-2.08252994627212,-0.694530617383272,-0.902571844353649,5.68806462498018,5.12229430747029,7.68563414297635,8.25937846018814,-6.39773614806958,-5.58483230968841,-8.77499999999927,-8.6003051258497,0.010204677796436,-0.009353998681124,-0.002726527604466,40.4980782722649,48.6245687477731,-17.6314749128818
15.2,5.47244435051679,5.37484117615908,-4.06674938015417,-4.05889804344047,-2.05584310836978,-2.04537166388133,-0.536172844553001,-0.776214500015876,5.85944834930886,5.47725328778534,7.58880708181214,8.17192308252901,-6.51229660527206,-5.70903435025017,-8.79999999999925,-8.62600079105289,0.007735205968743,-0.002018112671769,-0.00385634408848,-7.20314212907046,34.5285307365118,-42.6658726630142
15.3,5.26338705937326,5.54605130336636,-4.42714615900716,-4.41877658279101,-2.02179431842753,-2.00934384437329,-0.348021829935515,-0.518445170880389,5.96336445091701,5.57766582685225,7.49027257106956,8.0816554510342,-6.6253918232119,-5.83352311976666,-8.82499999999924,-8.65292054828329,0.00319544053698,0.001316155573569,-0.004574987860031,-12.369851807574,36.4144424567233,-1.67517389970534
15.4,4.98328338888089,5.22975656681304,-4.76641368938163,-4.76362627768549,-1.96983302455008,-1.96003950604431,-0.13067370479838,-0.362997915711649,6.00318795145431,5.90077599680962,7.39005278059784,7.98931784100626,-6.73699635594218,-5.95725122055862,-8.84999999999923,-8.68034853660282,-0.002050748878895,0.000493400609094,-0.004756927445431,-9.82729751162773,-3.24846688273882,-8.29331090844216
15.5,4.63543535271611,4.90124964965612,-5.08272315016134,-5.08164686675461,-1.89975547183911,-1.89094732955941,0.114710861924714,-0.290842176253808,5.98349493544893,5.92891122598419,7.28817025942704,7.89632560109933,-6.84708509291386,-6.07823155606157,-8.87499999999921,-8.70735626061765,-0.005468399653059,-0.000248128210129,-0.004630591478182,2.75239205108851,45.0213683851314,-5.63441957731018
15.6,4.22395112637206,4.62745476484466,-5.37439390964589,-5.36608431297797,-1.81148961912144,-1.8205771435683,0.386403866635524,-0.160959618095906,5.9098917066607,5.77278296591937,7.18464793069461,7.80289209857717,-6.95563326462557,-6.19611056347215,-8.8999999999992,-8.73371656287,-0.006646706276319,-0.001016856546608,-0.004339550340545,-11.3703777265565,14.0229197907491,-1.88933397772013
15.7,3.75369049669054,4.26851718572885,-5.63990451231424,-5.63722309750863,-1.70509795485228,-1.71516810535942,0.682117091164653,0.328075647657069,5.78882042957994,5.94915439745396,7.07950908648778,7.70966710135507,-7.06261644819659,-6.31007086109825,-8.92499999999918,-8.75924131522803,-0.004560435817562,-0.001667859300883,-0.004703550936652,-10.7369786396435,6.3170249161075,15.9483910594323
15.8,3.2302010911103,3.66958778428619,-5.87790246500038,-5.87598543639601,-1.58077928059574,-1.58648416785948,0.999019238224903,0.735493517624756,5.6273467624295,5.71962288744842,6.97277738260295,7.61613985620612,-7.16801057286196,-6.42092863403497,-8.94999999999917,-8.78414359348463,-0.00022250308171,-0.001394897294551,-0.004545723942135,13.0908240742725,14.3491188519126,-2.52143732436096
15.9,2.65964627308097,3.31755642805604,-6.08721275401226,-6.08580702434955,-1.43886943938498,-1.43495784920893,1.33376300653296,0.887921228970912,5.43293542289247,5.51440977182204,6.86447683322321,7.52174721749394,-7.27179192538825,-6.52948053359774,-8.97499999999916,-8.80871795315601,0.00532595685365,-0.000387866394974,-0.00397152251513,-29.7413146964124,9.98553358021793,-6.51556067790801
16,2.0487256954642,2.50081261657315,-6.2668450348121,-6.27272815639628,-1.2798409746464,-1.28290779791696,1.68252185503351,1.15692260596111,5.21321990531389,5.46095172518986,6.7546318055153,7.42536142979223,-7.37393715540898,-6.6370310818015,-8.99999999999914,-8.83336773640401,0.010284663584032,0.000765045702138,-0.001814400254153,22.1699641082422,48.5248958792989,38.7550046051095
16.1,1.40458959507848,2.09374112999099,-6.41599944637782,-6.42080379790229,-1.1043017138996,-1.10072444519673,2.04103603291683,1.63841738782906,4.97577268151819,5.2932046531598,6.64326701414684,7.32645520225355,-7.47442328067848,-6.74399274107449,-9.02499999999917,-8.85824201967721,0.013944326654954,0.001338944930226,0.001260834038046,22.3342673667703,8.78935933627106,-9.75341612388295
16.2,0.734747987681837,1.33274319372552,-6.5340710131964,-6.53544552671945,-0.912992280052645,-0.910426333342583,2.40466728453527,1.93550678519394,4.72788216410263,5.13978385921548,6.53040751572627,7.22341301497868,-7.57322769224232,-6.85184205524138,-9.04999999999921,-8.88367641677173,0.014059857011882,0.001433382988327,0.004089429423213,42.123408887764,16.3829555866322,-9.56219071146081
16.3,0.046975982643378,0.707583400115308,-6.6206526089187,-6.61261742541268,-0.706782541721244,-0.706650386334005,2.76846147887672,2.28771283079887,4.47634249286502,4.77148234684358,6.4160787031646,7.11666463658456,-7.67032815952471,-6.95996981521235,-9.07499999999924,-8.90948136483005,0.011348627342901,0.001274310416834,0.005025688195996,31.4700019632728,-8.30327137161995,-8.40614601809869
16.4,-0.650783520328944,-0.073918300032145,-6.67553646693002,-6.67683983414259,-0.486667022559203,-0.487769919591531,3.12721826475396,2.7132133667706,4.22726182795103,4.64954494115745,6.30030629996235,7.0078765766645,-7.76570283533015,-7.06683955767501,-9.09999999999927,-8.93524889334628,0.008071676256516,0.000925467747325,0.004912446745921,-27.980924052835,-6.73260490348325,-15.7638025152389
16.5,-1.35051846432571,-0.451226482158077,-6.69871423439041,-6.6986796469421,-0.253759298005382,-0.254745177450644,3.47556671803754,3.03581519842326,3.98589430746197,4.28384267672939,6.18311635442182,6.89798767096808,-7.85933026075896,-7.17180652490961,-9.1249999999993,-8.96076788297749,0.00533679671954,0.000172725473373,0.004059669777569,4.1675462815813,9.28642139911474,-3.60227548465175
16.6,-2.04424630203473,-1.31677638865848,-6.69037557756763,-6.68546864153046,-0.009285416077495,-0.011521870236911,3.80804582852157,3.49038380222214,3.75650016663739,4.32668779357578,6.06453523378637,6.78712769204223,-7.95118937003539,-7.27494423113371,-9.14999999999933,-8.98602091109874,0.003163242056385,-7.44528457887253E-05,0.003790003147438,25.0394965348377,30.2582309858333,-38.6569157646527
16.7,-2.72411140948668,-2.08484808964321,-6.65090535744413,-6.6503429871736,0.245423613198986,0.237984369657854,4.1191885735833,3.71506056176852,3.54223773774882,3.9389444172727,5.94458961830787,6.67490543492143,-8.04125949524739,-7.3766255470733,-9.17499999999936,-9.0111753540575,0.000968526817588,0.000515497517684,0.00244130257385,40.2659533457238,28.8089291156607,28.2300161540164
16.8,-3.3824799868836,-2.85073003725888,-6.58087940553494,-6.58114407339214,0.508940207510644,0.510365102369353,4.4036082455751,4.26408789949832,3.34509017498074,3.72827700737725,5.82330649524381,6.56142026966993,-8.12952037099676,-7.47683260304829,-9.19999999999939,-9.0363422711977,-0.001202163286457,0.001668748959031,-0.000438414050223,2.73947647766949,-15.52588187056,-27.4783094919086
16.9,-4.0120312303743,-3.39710267495404,-6.48105894052273,-6.4828962415986,0.779749421672694,0.779552350888512,4.65608564143865,4.45936249405362,3.16582879979219,3.46273712754638,5.7007131527852,6.44746473842903,-8.21595213895881,-7.57506913785687,-9.22499999999942,-9.06139753363568,-0.002435606708367,0.001828712182561,-0.002993457891445,5.8463618369032,48.6536152490952,10.3137693560085
17,-4.6058436185314,-4.04641218240815,-6.35238367661474,-6.35565313631701,1.05625891050598,1.05409750912958,4.87165568755931,4.52488361257959,3.00401396441048,3.27145499220965,5.57683717391692,6.33396531927513,-8.30053535235038,-7.67060618825846,-9.24999999999945,-9.08608880589093,-0.001540857209875,0.001477023989466,-0.004169492722268,30.1445264344986,57.0802480135496,3.5225223279846
17.1,-5.15747523240502,-4.67424940006954,-6.19596368437338,-6.19596209492514,1.33680957266052,1.33555828779657,5.0456920612041,4.7380366855526,2.85803331032919,3.10205427124327,5.4517064302116,6.2205549917109,-8.38325098030528,-7.76359270779794,-9.27499999999948,-9.11040890075565,0.001096756141289,0.000780308285869,-0.005060241027504,45.4749281300805,55.8693727916813,11.9765335588234
17.2,-5.66103711723749,-5.17433012139765,-6.01307007409393,-6.01472940481355,1.61968679715245,1.62380823771896,5.17398838242446,5.04321294058728,2.72517628167465,2.97284560714654,5.3253490755587,6.10663369570846,-8.46408041215619,-7.85439467854073,-9.29999999999951,-9.13441095239598,0.004759714629833,-0.00109478182966,-0.005612442806596,20.8814936341044,38.1327824092968,-19.4316892555802
17.3,-6.11125879589607,-5.55162466498321,-5.80512458052448,-5.80880470559903,1.90313222926766,1.90126159057623,5.25283458706299,5.06810762094854,2.60174276667501,2.83127710569567,5.19779353982995,5.99090081608231,-8.54300546162193,-7.9439980674401,-9.32499999999954,-9.15824430658146,0.007787909838316,-0.003805523627826,-0.00629856975632,17.1882372293085,-14.0396467606962,-5.18923387277789
17.4,-6.50354515732076,-5.9870283783933,-5.57368813578106,-5.58053927735775,2.18535596801926,2.17970019166363,5.27908715207207,5.13276921603014,2.48318281002931,2.6434053959363,5.06906852248275,5.87283278179956,-8.62000837089933,-8.03276274927416,-9.34999999999957,-9.1819634262323,0.009520031894596,-0.005807416243902,-0.005634474156328,36.5366320790311,6.23129365947912,-28.1391878904813
17.5,-6.83402406614992,-6.30030667601682,-5.32044852464192,-5.32560305274856,2.46454910356522,2.46152377664789,5.25023192791647,5.34043439658144,2.36426348909385,2.53212509522237,4.93920298610297,5.75106990578308,-8.69507181465866,-8.12151096088568,-9.3749999999996,-9.20591803911933,0.008309802464887,-0.006982586577871,-0.003999719882933,34.2915776949988,21.9862180110647,-23.0960896409491
17.6,-7.09958417041407,-6.69818421823652,-5.04720722295542,-5.04234220459392,2.73889649992807,2.73278837626082,5.16443843817681,5.35534012711168,2.2392582997575,2.32148987101308,4.80822614988842,5.62631140872171,-8.76817890394175,-8.20946653445119,-9.39999999999963,-9.23009193290525,0.005132704574792,-0.006726139018995,-0.003666908707686,16.411167886087,2.14585375392317,-28.7596814041018
17.7,-7.29790252091611,-7.10173757963102,-4.75586552561628,-4.76286422512747,3.00658972603665,3.00221425546075,5.02060463200369,5.2192376732586,2.1021537732869,2.16777056475836,4.67616748307469,5.5012288829409,-8.83931318996193,-8.2947395236993,-9.42499999999966,-9.25416146046165,0.003231079127532,-0.005423420790591,-0.004056828695672,21.0823035448066,16.0410298228504,-20.8770158888932
17.8,-7.42746175671247,-7.33540266814936,-4.44841007541496,-4.4575212938321,3.26584003655106,3.26193912740611,4.81839121884736,4.76552233806975,1.94686755974229,2.22111929391134,4.54305669830471,5.37647566541659,-8.90845866780493,-8.37709253930624,-9.44999999999969,-9.27817386857597,0.00322547649946,-0.00307160683639,-0.002268200264514,16.9526962942194,55.8354975212442,-1.08051065538633
17.9,-7.48755675399996,-7.36197268391072,-4.12689790800826,-4.12868722924459,3.51489130314926,3.51864501634603,4.55824487463505,4.81750778821248,1.76747187965944,1.95216523085878,4.40892374494348,5.25062111525116,-8.97559978002995,-8.45734343963971,-9.47499999999972,-9.30252005436128,0.003390965269768,-0.000814529816351,-0.000509013204946,-8.08596873855174,34.4640035185502,11.7730574163313
18,-7.47829077870699,-7.60935170758725,-3.79344113127022,-3.80041235372934,3.75203279695587,3.75224813467212,4.2414097817336,4.41252951545667,1.55841607250432,1.94106471129889,4.27379880233963,5.1234644000636,-9.04072142016998,-8.53554257740541,-9.49999999999976,-9.32720641858901,0.003491361651573,0.000520406890006,0.000856969682564,10.0263766776419,15.8774667509084,-21.455266292777
18.1,-7.40056132420894,-7.47738394037465,-3.45019135934098,-3.44891517629705,3.97561172358126,3.97524196007197,3.86992714882046,3.95986142150082,1.31474196272005,1.59172160759188,4.13771227303522,4.99518586300423,-9.10380893613073,-8.61163046526609,-9.52499999999979,-9.35208350398832,0.003693538521539,0.001522378020722,0.001100462932331,22.1470034410117,36.7389052868732,-24.103910161402
18.2,-7.25603595289828,-7.58347897599236,-3.09932402278509,-3.09754654472243,4.1840454138079,4.18708253712438,3.44662254819417,3.75529593161452,1.03228592250222,1.28586018416389,4.00069477592521,4.86520369141146,-9.16484813348725,-8.68606064801144,-9.54999999999982,-9.3772004422942,0.003231183898664,0.001952517473604,-0.000291302521723,29.5493417866041,-26.1086202257048,-4.91622561547264
18.3,-7.04711859197313,-7.22726614272909,-2.74302267639691,-2.75473833716372,4.37583307529973,4.37151784439237,2.97508110394414,3.46132551744273,0.707861830965783,1.01863495106323,3.86277713936842,4.73478846731013,-9.22382527867764,-8.75836865795379,-9.57499999999985,-9.40221182384708,0.003448740919295,0.001625923107839,-0.00185732362003,-2.75288640463038,30.0464298813076,8.5983479857959
18.4,-6.77690685798539,-7.09636588016221,-2.38346342535171,-2.39810017576738,4.54956701380115,4.55148362762918,2.45961076152772,3.22752029521817,0.339419604104491,0.689608355811997,3.72399039425125,4.60266168259164,-9.28072710209305,-8.82942225426441,-9.59999999999988,-9.42732089672759,0.002774835810274,0.001306734027906,-0.001712998616041,-3.34460060676864,-12.3010340414798,25.3200466429673
18.5,-6.44914109975463,-6.71933068474749,-2.02279958860918,-2.03163818136884,4.70394323611325,4.70781786290414,1.90519406439109,2.53096640584916,-0.073825413104596,0.272999440271599,3.58436576700582,4.46920992945483,-9.33554080106326,-8.89884952584056,-9.62499999999991,-9.45241940127143,0.001714792110599,0.001123670847797,-0.000887274088855,20.7246772809885,1.31662666322738,-32.8680140124152
18.6,-6.06814595368728,-6.20385327663161,-1.66314671575027,-1.67491136810665,4.83777135165537,4.83607181311964,1.31742905305333,1.70346562605991,-0.531296157629142,-0.096265353131943,3.44393467258425,4.33550118923113,-9.38825404273723,-8.96589346458182,-9.64999999999994,-9.47727454157419,0.00155548801552,0.000387917121673,0.001213624118043,30.4585046442959,67.1668344284903,-20.9528646097892
18.7,-5.63876529798413,-5.62405468712657,-1.30656806979421,-1.31616368113492,4.94998369460575,4.95448550493345,0.702460083352854,1.39643401674938,-1.03099377651887,-0.488413568870451,3.30272870739034,4.20089396132318,-9.43885496685799,-9.03069805829079,-9.67499999999997,-9.50198914981746,0.001611521331627,-0.000229899379795,0.004848485132418,19.2527401615223,17.8780004305391,31.1570447648925
18.8,-5.16629157149379,-5.37602760373646,-0.955060684035553,-0.960694809489306,5.03964359442651,5.0317533379012,0.06689953026112,0.605312441137816,-1.56947594969605,-0.98507571596389,3.16077964217055,4.06545009782641,-9.48733218843107,-9.09300603880963,-9.7,-9.52656864678463,0.001998093755651,-0.000327535519144,0.008071333445373,46.0205779272228,-13.0162243588243,-8.75426065545792
18.9,-4.65639048808849,-5.22340034409361,-0.610542095599819,-0.609825105326758,5.10595272896849,5.10122031676339,-0.582258501098616,0.081391945348266,-2.14187478642727,-1.41113740022586,3.0181194148657,3.92785868017046,-9.53367480028613,-9.15334946730196,-9.72500000000003,-9.551330727434,0.001216213402662,-0.000461352504229,0.010810042849339,-11.9035309060018,-3.84206952141333,-29.1201795953949
19,-4.11502222762277,-4.73517881217395,-0.274837852289234,-0.269968230531724,5.14825750127256,5.14261497830701,-1.23773119749745,-0.433173901139208,-2.74195444009211,-2.21393717514452,2.8747801234251,3.78947231246243,-9.57787237553101,-9.2112260128436,-9.75000000000006,-9.57606779484525,0.000671658411399,-0.000269204842815,0.01215442548519,16.8433855611364,39.1356588664636,1.15834897445616
19.1,-3.54836021922026,-4.1211079795355,0.050330117570002,0.047346379900883,5.16605438858031,5.17237680232506,-1.89204541443134,-1.10110890263264,-3.36220754211798,-2.76814152265696,2.73079401858462,3.64999157908775,-9.61991496989773,-9.26694199758113,-9.77500000000009,-9.60091238383959,-8.97177639591629E-05,0.000758880346832,0.012377711952479,17.0224305231566,65.3803433119649,-26.5705729577431
19.2,-2.96270865147808,-3.42176902638972,0.363354190102034,0.355013421190094,5.15899421988118,5.16372713224045,-2.53763993252987,-1.8245154885695,-3.99398852982707,-3.45415129012903,2.58619349661041,3.50970755395343,-9.65979312397993,-9.32061445014914,-9.80000000000012,-9.62590113405607,-0.000884990596782,0.001375993045792,0.012007889506292,-16.3151542509884,62.5846439866469,-8.34354878716627
19.3,-2.36441984706517,-2.79290562123054,0.662750711644703,0.662280360181141,5.12688534649351,5.1372816837397,-3.16697004477264,-2.71007994946856,-4.62768096100043,-4.00294397748988,2.44101109200988,3.36848803507835,-9.69749786536119,-9.37242869235968,-9.82500000000015,-9.65107096612284,-0.001934493139346,0.002508584922851,0.01139304576857,21.4781913682818,47.4922684842052,-23.228981748447
19.4,-1.75981262622991,-2.19744241524483,0.94716857995519,0.93937468893824,5.06969567863918,5.06876324211243,-3.77261287689275,-3.20174185145444,-5.25289499568342,-4.78338332553712,2.29527947021158,3.22726347519292,-9.73302071063374,-9.42210757126401,-9.85000000000018,-9.67627027664904,-0.002281010229109,0.003534944675552,0.011077733972901,-3.59362268161034,31.4447918306643,-38.7362417421738
19.5,-1.15509275525491,-1.67010368967731,1.21539668466561,1.20543012076081,4.98755356965897,4.98584054054447,-4.34737182016088,-3.8994656532619,-5.85869040687986,-5.18778895405772,2.14903142021563,3.08564099921851,-9.76635366730726,-9.46978024797713,-9.87500000000021,-9.70156298389912,-0.002365951319232,0.004037826324659,0.013075509882487,16.56276526118,9.45578381713366,-18.8287820908642
19.6,-0.556276532449571,-0.993256335587147,1.46637016034287,1.46575274376791,4.88074753835997,4.87389516157836,-4.88437845874753,-4.33771120514596,-6.43381977770458,-5.78656144984931,2.00229984721628,2.94289770706385,-9.79748923560713,-9.51542956990899,-9.90000000000024,-9.72704245561638,-0.002906072065993,0.005593995857687,0.016025683694127,31.8986043981024,39.6805297037574,3.44195984848708
19.7,0.030881493390881,-0.4888782962537,1.69917541536712,1.70118272726161,4.74972482891695,4.74518629566023,-5.3771904031475,-4.96438216012632,-6.96698597178479,-6.24263702080614,1.85511776519844,2.79878496659992,-9.82642041016184,-9.55885902503452,-9.92500000000027,-9.75284187657682,-0.004140922985172,0.007819928017392,0.01787974923227,15.2807931169248,15.8856905583731,12.4322590057648
19.8,0.600955748060713,-0.093366277104742,1.91305390993497,1.91934850417393,4.59508881669675,4.60108698249811,-5.81988349637607,-5.23674618529467,-7.44710754134067,-6.95827740683709,1.70751828950966,2.65408024121319,-9.85314068157915,-9.59986445166226,-9.95000000000031,-9.77885816089453,-0.005305119071071,0.00972879122994,0.017624786816544,25.9964690326513,24.1405559711376,7.58679050460015
19.9,1.14891095962275,0.762370075292678,2.10740466673495,2.11207054322529,4.41759527726684,4.41732198343173,-6.20713694003229,-5.81651423702074,-7.8635854747889,-7.58467754539983,1.55953462940927,2.50996554405161,-9.87764403791072,-9.63837112393278,-9.97500000000034,-9.80488123671087,-0.005258403154617,0.012161515798481,0.015637419946527,-34.1768799677564,1.81556735763384,-6.51155123296244
