time,desired_D_u,hat{D_{u}},desired_D_v,hat{D_{v}},desired_D_w,hat{D_{w}},desired_D_q,hat{D_{q}},desired_D_r,hat{D_{r}},desired_x,x,desired_y,y,desired_z,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
2.3,-12.6190981625648,-12.4993113702391,-7.8129781194552,-7.75143850227317,-6.02107969902096,-6.00384767254506,-9.17487140156943,-9.31098291458505,-8.94966487930163,-9.91652105801096,3.38196677247771,2.16679105756839,9.4107545260652,10.1016702212373,-5.57499999999997,-2.8845712534479,2.03190094762579,-0.598039587135997,0.002726712441205,6.597997052059,109.310982914585,25.8769730185746
2.4,-12.132399841687,-11.9214232672347,-7.83652134978024,-7.80869326958374,-6.05108042751419,-6.04562837307649,-8.47658096804521,-8.64460004576442,-8.28768884129346,-9.40640253907309,3.52274233275068,2.41694620107299,9.35896823677943,9.946409364537,-5.59999999999996,-3.04281441350454,1.84729174606228,-0.606205454367236,-0.003524030043911,94.5459898222579,108.057422769153,93.8663629997359
2.5,-11.5663209201918,-11.815195469624,-7.82312377410764,-7.83343091438731,-6.05452967416304,-6.0554780064022,-7.71187054812769,-7.90157788993194,-7.59569731182937,-8.65480205100361,3.66272529086025,2.65797081689238,9.30507621912323,9.80857220549476,-5.62499999999996,-3.19783446355878,1.67472845398153,-0.613633822051581,-0.012245195915566,53.1071595237317,107.901577889932,60.5460276274044
2.6,-10.9285859178502,-11.5442391688022,-7.77356093491054,-7.84063803632099,-6.03189449191743,-6.02991485310774,-6.89080552319512,-7.11341043410088,-6.88549264578827,-7.62237957003637,3.80188415123137,2.89653888794029,9.24909059857323,9.68459750508715,-5.64999999999996,-3.35064329847524,1.50925438173007,-0.635493204908713,-0.021097031952339,62.2187610918674,106.954075297687,-17.5170714568801
2.7,-10.2275343469704,-10.9856170919183,-7.68883095860563,-7.76734210882023,-5.98379455550495,-5.97712151540169,-6.02389018261572,-6.27636358373583,-6.16820311627478,-7.23928089524825,3.94018760370755,3.13604607985048,9.19102397165786,9.57130206782788,-5.67499999999995,-3.50145210961487,1.34852410092282,-0.659163746925529,-0.028414591097234,77.0707232263329,105.842441769771,65.542255596176
2.8,-9.47201102827412,-10.0921528409628,-7.57014549626975,-7.67876107316129,-5.91099635648298,-5.90192850908769,-5.12192265380637,-5.38599520993454,-5.45406796591089,-6.61553920577257,4.07760453059543,3.37652187133529,9.1308894031232,9.4659704344586,-5.69999999999995,-3.65103803062183,1.19135605154295,-0.68532012592083,-0.033229234618812,64.7382395337729,104.936093390705,-9.38325344254286
2.9,-8.67125123502074,-9.57261936287751,-7.41891915970464,-7.51586117271885,-5.81440639176622,-5.80478596850008,-4.19584855610785,-4.46595777187417,-4.75225269479019,-5.82688784757708,4.2141040136662,3.61710874833984,9.0687004229935,9.3654680081554,-5.72499999999995,-3.79968501267404,1.03747690707077,-0.714530155554302,-0.034445472207673,71.2253989420401,103.943451534844,-11.1831005795851
3,-7.83476219604756,-8.3232021559473,-7.23675753760433,-7.33180989092819,-5.69506340212161,-5.68507963215842,-3.25661549060437,-3.5402167467044,-4.07069854388643,-4.88205165433813,4.34965534111201,3.85336433484186,9.00447102352691,9.26745830886301,-5.74999999999995,-3.94551734754047,0.889874259886159,-0.74612176339242,-0.033153814882155,-3.00619391310254,102.796517672913,-15.2891644759185
3.1,-6.97220252913892,-6.7763133618509,-7.02544388718194,-7.09622533878948,-5.55412972420635,-5.54583114082807,-2.31503043621103,-2.59255812519544,-3.41600920763802,-4.28371991817387,4.48422801445604,4.07992412795287,8.93821565606736,9.17018656973781,-5.77499999999994,-4.08606602686291,0.752075941004585,-0.778521220644449,-0.030122692538821,-33.1182704594458,102.255923012433,-39.3524948149499
3.2,-6.09326119562841,-4.50744851714976,-6.78692460646477,-6.83363138202961,-5.39288182629142,-5.38718911175472,-1.38162204957759,-1.65611446000336,-2.79337681503812,-3.55010507659205,4.61779175541451,4.28727143084042,8.86994922779301,9.0749118566345,-5.79999999999994,-4.21609375500832,0.630954431338173,-0.806843505911199,-0.024140742162801,-62.4989248883068,101.517497898114,-6.72567607804052
3.3,-5.2075375651658,0.174995554925479,-6.52329360149346,-6.53627204298616,-5.21270010381272,-5.20184424320394,-0.466509764047359,-0.730795579040737,-2.20654818060104,-3.03098200992205,4.75031651270917,4.46665475116542,8.79968709836222,8.98443597943667,-5.82499999999994,-4.3305731560762,0.532288398396402,-0.82456440359994,-0.012979765401561,-49.5653026237503,100.730795579041,-81.7073440627708
3.4,-4.32442415621944,1.28099005878598,-6.23677567079298,-6.2027672548492,-5.0150580162778,-5.00311495750466,0.420718547043058,0.172113728367429,-1.65783127182871,-2.67838155640834,4.88177246882873,4.61589191908962,8.72744507645771,8.90032495482061,-5.84999999999993,-4.4282685782506,0.45667434749903,-0.827744813670479,0.005373755782132,-75.5702404326263,99.4028693915972,26.0863295735287
3.5,-3.45299357350737,-0.171444366154454,-5.92970903665902,-5.86881835761739,-4.80151065178643,-4.79137542218909,1.27111873272214,1.03940168108225,-1.14814079538502,-1.81009588916991,5.01213004673762,4.73786755239403,8.65323941622962,8.82266782313723,-5.87499999999993,-4.51091738749144,0.401658758264227,-0.815759986664474,0.029192611419891,-81.4231360457566,98.8449772289824,13.011832965214
3.6,-2.60189109881301,-0.537619426053292,-5.6045271589683,-5.53679916122278,-4.57368280946207,-4.56577947761538,2.07649092032246,1.854598026586,-0.677080796862694,-1.12284787692641,5.14135991653076,4.83888198413858,8.57708681363846,8.75043260412398,-5.89999999999993,-4.58213602997931,0.363197383412181,-0.790594556148042,0.054012770018945,-61.6076554514949,97.4889402577158,49.0903533319435
3.7,-1.77923430747852,-1.35088215400512,-5.26373997232858,-5.20254768296101,-4.33325669340792,-4.32872471196242,2.82946723045716,2.62391990457954,-0.243061224522465,-0.743360522026015,5.26943300203264,4.92635974730948,8.49900440269855,8.681881888236,-5.92499999999993,-4.64607438885228,0.33671019733981,-0.75553553308977,0.074007575847272,24.1726006083661,96.5353625413281,43.6539363887252
3.8,-0.992520980478148,-1.11168115226917,-4.90991469139616,-4.86817769798812,-4.08195931437043,-4.08026802351334,3.52358563032467,3.33402846794228,0.156555450276391,-0.48334056089614,5.3963204873393,5.00907166590321,8.41900975162294,8.61375272842938,-5.94999999999992,-4.70780041437326,0.315654319055783,-0.715618667547645,0.084954314909173,8.69300900785617,95.1276352550497,46.7018937463591
