time,desired_D_w,hat{D_{w}},desired_D_q,hat{D_{q}},desired_theta,theta,e_{theta},tau_{q}
4.8,-1.35748557744746,-1.35937823088259,6.52607138536788,6.54427242647943,0.174532925199433,0.175382239939313,-0.00084931473988,15.4802949987716
4.9,-1.10069936763335,-1.10275634279067,6.43399123938765,6.45531313375427,0.174532925199433,0.17558676404048,-0.001053838841047,11.8959466938596
5,-0.852703466758755,-0.853915158932715,6.28255532873471,6.37318364126834,0.174532925199433,0.175775776789323,-0.00124285158989,15.1764524842962
5.1,-0.614704532757221,-0.613621946858881,6.0770737800484,6.22645591628303,0.174532925199433,0.175917266295708,-0.001384341096275,10.8058261381413
5.2,-0.387800340452898,-0.38713650034818,5.82331805617696,5.9525873268645,0.174532925199433,0.175795963045384,-0.001263037845951,14.6139744912584
5.3,-0.172973750686691,-0.173421953089207,5.52741699718195,5.67203607382367,0.174532925199433,0.175694479459182,-0.001161554259749,17.7078634875815
5.4,0.028912335528965,0.028539007482554,5.19575100399889,5.33169259477814,0.174532925199433,0.175660592885747,-0.001127667686314,14.2880330498103
5.5,0.217119006913682,0.216796778362241,4.83484608166552,5.00896535295651,0.174532925199433,0.175666268602118,-0.001133343402685,13.596441229399
5.6,0.391034333307717,0.391861346962104,4.45126942237397,4.69868452080191,0.174532925199433,0.175679883945185,-0.001146958745752,16.4339992331654
5.7,0.550175304460018,0.549672957672384,4.05152814528459,4.27105521401707,0.174532925199433,0.175630801740413,-0.00109787654098,15.0375028924054
5.8,0.694188710697058,0.694559495542256,3.64197272148947,3.81036401544054,0.174532925199433,0.175621740906611,-0.001088815707178,15.9831240698294
5.9,0.822850968530541,0.823488848533122,3.22870650056905,3.42492430808352,0.174532925199433,0.175604494451229,-0.001071569251796,16.2669929921408
6,0.936066902779071,0.936954783956198,2.81750262204413,3.00372153024047,0.174532925199433,0.175547114574404,-0.001014189374971,18.2564342071596
6.1,1.03386750516748,1.03098901424051,2.4137294432155,2.58589377373845,0.174532925199433,0.175605281656352,-0.001072356456919,20.2959687474331
6.2,1.11640669755993,1.12316221629208,2.02228544720867,2.18341619712269,0.174532925199433,0.175641882214536,-0.001108957015103,18.7470737006053
6.3,1.18395713591356,1.17712503652682,1.64754441454015,1.79809532561928,0.174532925199433,0.175647718437219,-0.001114793237786,18.6246434648928
6.4,1.23690509864385,1.22923957299757,1.29331145140754,1.46690261303854,0.174532925199433,0.175632964033401,-0.001100038833968,18.1493495708756
6.5,1.27574451031134,1.27614758172672,0.962790271515273,1.09180376755292,0.174532925199433,0.17567659595786,-0.001143670758427,15.8579765178055
6.6,1.30107015831293,1.30814086124421,0.658561928981748,0.803527093678806,0.174532925199433,0.175690519282044,-0.001157594082611,21.3470326296984
6.7,1.31357016653618,1.32471932393237,0.38257500113904,0.473492910115193,0.174532925199433,0.175650844466889,-0.001117919267456,19.6349163158255
6.8,1.31401779566269,1.32000420739164,0.136147025190871,0.215011191726466,0.174532925199433,0.175663370572887,-0.001130445373454,20.562534677624
6.9,1.30326264493988,1.30090957154033,-0.080023195013642,0.010008290205448,0.174532925199433,0.175650947381085,-0.001118022181652,24.3091278525253
7,1.2822213347408,1.27358008836984,-0.265832973314228,-0.208958674648031,0.174532925199433,0.175682288397849,-0.001149363198416,21.0101288449552
7.1,1.25186775306193,1.24318464767312,-0.421743542284222,-0.401542789713805,0.174532925199433,0.175661917280551,-0.001128992081118,22.7177825639409
7.2,1.21322295224141,1.21169772175967,-0.548739145246531,-0.47755133219182,0.174532925199433,0.175689926707806,-0.001157001508373,18.4262279779476
7.3,1.16734478458921,1.17456881053854,-0.648278424142547,-0.656638931349505,0.174532925199433,0.175706364518708,-0.001173439319275,19.0946995130336
7.4,1.11531736728986,1.12433476270898,-0.722239218740344,-0.687715749937471,0.174532925199433,0.17568427611973,-0.001151350920297,19.4638956000389
7.5,1.05824046785435,1.06002551016602,-0.772857981645561,-0.775572980714541,0.174532925199433,0.175744961039724,-0.001212035840291,19.5789191377885
7.6,0.997218901555844,0.993827355066876,-0.802665079709038,-0.766419861565805,0.174532925199433,0.175725742948443,-0.00119281774901,20.4714606144535
7.7,0.93335203168419,0.924081131548466,-0.814417294899909,-0.824600770272944,0.174532925199433,0.175690828038091,-0.001157902838658,18.9404326818368
7.8,0.867723462102605,0.859966663965933,-0.811028856141588,-0.808042499748739,0.174532925199433,0.175648779474161,-0.001115854274728,23.2498036954084
7.9,0.80139100950092,0.802099332554461,-0.795502328022768,-0.783659484053315,0.174532925199433,0.175633433921906,-0.001100508722473,19.207148220206
8,0.735377039930238,0.745460060578861,-0.770860653146477,-0.78636877644961,0.174532925199433,0.1756703332637,-0.001137408064267,23.4033661376328
8.1,0.670659250699981,0.677681638655199,-0.740081593023132,-0.777095873083777,0.174532925199433,0.175655080142255,-0.001122154942822,22.2396674940249
8.2,0.6081619745491,0.607152741820496,-0.706035739091919,-0.692348839992198,0.174532925199433,0.175701629224642,-0.001168704025209,15.2322790644108
8.3,0.548748078206471,0.541154512731525,-0.67142917227577,-0.707614573779347,0.174532925199433,0.175680441551515,-0.001147516352082,21.8015135853913
8.4,0.493211522068534,0.483746133095674,-0.638751738374195,-0.6623707195634,0.174532925199433,0.175682492199226,-0.001149566999793,21.3407791634912
8.5,0.442270641794921,0.442341200489259,-0.610231779809684,-0.576307787659513,0.174532925199433,0.17570168891597,-0.001168763716537,18.9573729178933
8.6,0.396562206201789,0.406060576962244,-0.587798024250744,-0.592583698998835,0.174532925199433,0.175726289434177,-0.001193364234744,18.2359310815443
8.7,0.356636298973434,0.364124882429716,-0.573049180131506,-0.589411692754131,0.174532925199433,0.175768243260964,-0.001235318061531,23.2558332253851
8.8,0.322952064472763,0.321705812868528,-0.567231630925171,-0.584513237810395,0.174532925199433,0.175786456485,-0.001253531285568,19.7887423542502
8.9,0.295874350370662,0.287655921401425,-0.571225457165064,-0.57331006038241,0.174532925199433,0.175750061158272,-0.001217135958839,23.500156206966
9,0.275671271996762,0.269023247869804,-0.585538850655401,-0.534899097514456,0.174532925199433,0.17572389472331,-0.001190969523877,21.4003662882569
9.1,0.262512715304472,0.265324394609362,-0.610310822087899,-0.631107019465125,0.174532925199433,0.175753685461267,-0.001220760261834,20.5596741309573
9.2,0.256469787208372,0.26522144961857,-0.645321944341257,-0.636492617987681,0.174532925199433,0.175773964484614,-0.001241039285181,19.4945349773398
9.3,0.257515213859694,0.266308698394316,-0.690012721945541,-0.66718628848701,0.174532925199433,0.17575191180012,-0.001218986600687,22.6590188428274
9.4,0.265524679243899,0.265365695457884,-0.743509035245385,-0.751504364858622,0.174532925199433,0.175770647949863,-0.00123772275043,19.675852421175
9.5,0.280279088381154,0.271804744334104,-0.804653978196999,-0.792085733920279,0.174532925199433,0.175762757002002,-0.001229831802569,19.3670239119827
9.6,0.301467731453203,0.292729649011379,-0.87204529374229,-0.804023204177436,0.174532925199433,0.175736162350691,-0.001203237151259,22.1984428742824
