time,x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
26.5,25.4314404492423,49.4671154361931,-17.9198465564294,0.1211187422469,-0.006493303749826,0.028912941846842,46.2513058129841,31.1399654956576,-29.2203581347706
26.6,25.548774267755,49.6714249289255,-18.005497351134,0.120414932715465,-0.007104074468007,0.031236474821778,49.0032745624911,30.1522833226704,4.36742198213669
26.7,25.6664111998763,49.8751190475288,-18.0907951705808,0.120206919801968,-0.007377575394493,0.033208148081731,40.9749942992066,29.7378036940203,-23.0940969966733
26.8,25.7847642582217,50.0789237761827,-18.1761703898009,0.119562258576683,-0.007263415944438,0.035975357984594,57.0095905256814,33.4914752679847,35.6845958413235
26.9,25.9036871718317,50.2824701743037,-18.2616117429723,0.118855013109573,-0.006598442503638,0.038026046850073,42.153144302556,50.4531585229953,-12.5458795630868
27,26.0231557243375,50.4858444720508,-18.347235381266,0.117985348710919,-0.00606413739125,0.038584648480976,35.7364955991396,50.6856984824597,0.357487204941361
27.1,26.1425818503526,50.6885976411419,-18.4328335106861,0.117658269859901,-0.005149947456055,0.037845280509557,22.0977157469311,20.2767362745329,-1.19839252379814
27.2,26.2614483478629,50.8906456360939,-18.5183111839543,0.118205437136579,-0.004498767901687,0.037426146638544,48.1617069320717,67.262560041476,21.6226235406737
27.3,26.3799113763865,51.0924824837305,-18.6037755419951,0.11911157168848,-0.004724628862795,0.037123858255583,24.4579342166609,-11.274449022417,-15.889617304097
27.4,26.4979981738481,51.2940864008247,-18.689062392831,0.120439221188015,-0.005059520888324,0.03670489214417,59.4589779622874,66.8237322598621,-14.4789011255369
27.5,26.6158951166259,51.495813525379,-18.7743011936582,0.121766036578593,-0.005053185747804,0.037081958931088,29.9996904211665,9.43012761330557,-10.4500873562912
27.6,26.7337111556808,51.6975878923393,-18.8594982694164,0.12310446007882,-0.005024397969022,0.03815380200308,54.9011133605078,22.6868225982107,-10.4776908871442
27.7,26.8515473756863,51.8991939988772,-18.9446532380178,0.124588653243276,-0.004916893375125,0.038622822589507,47.9813573922092,28.1736125054303,-9.42993185635722
27.8,26.9694546751243,52.1006721404008,-19.029813870678,0.126146470703274,-0.004783574367857,0.039678435130738,40.1512935215942,2.30490278616345,-21.6235361680552
27.9,27.0877602159041,52.3025718650188,-19.1151952873329,0.127104467195319,-0.005002212422232,0.040726199620616,40.3403020085209,71.1991611830045,11.5196346837209
28,27.2065499075036,52.5049606070864,-19.200823762933,0.12736033670583,-0.00445481475596,0.041912771831732,28.4047387219436,32.2790425837499,5.86847625873784
28.1,27.3253376037924,52.7070128462192,-19.2864333493232,0.127904304153696,-0.003999782725911,0.043148976094242,43.5378291341067,62.7344921148373,19.1749951604464
28.2,27.4444619468318,52.9092645121574,-19.3722849078362,0.128053653196444,-0.0032674226862,0.043968652111523,53.0848718127414,69.204188274286,30.7206443830151
28.3,27.5638115313368,53.111631143229,-19.4583845479235,0.127925565338723,-0.00233671304832,0.044430011833919,59.1828408438088,20.7148107705342,-20.4203314382903
28.4,27.6829692683331,53.313609655536,-19.54449142369,0.128203440797913,-0.00180579535813,0.043764499553497,39.5519289328012,22.4492314397764,-28.2184889719972
28.5,27.8016745952531,53.5151681601559,-19.6304700934067,0.129073706924655,-0.001675240345988,0.043344003076366,46.1115242302044,12.4386236731652,26.4487346988571
28.6,27.9204116533095,53.7172961248933,-19.7166218537055,0.129398337384529,-0.002216981524418,0.043077019361511,40.8419072660449,30.8250944083346,24.2468284970503
28.7,28.0394350262312,53.9203686448308,-19.802975411936,0.128744306977361,-0.003115684469461,0.042591413895038,60.5818430379006,37.4696353229002,-3.43227094806546
28.8,28.1581182194292,54.1232995105386,-19.8889794165705,0.128477009761553,-0.004094794153639,0.042300646980351,45.1020280186441,26.9264598728549,-25.5041056310065
28.9,28.2765604028273,54.3261887977998,-19.9746019767935,0.128480671232281,-0.006248839896636,0.041152425048048,33.1053785869006,25.1787359416062,3.36560812386845
29,28.3945837913071,54.5289296337988,-20.0596454048871,0.128988805529817,-0.008332675400676,0.0406933953451,51.6829237845856,40.0385660104525,-7.63690354071215
29.1,28.5123465239877,54.7316837083695,-20.1442049107859,0.129765466972471,-0.009722241779332,0.040132997657475,43.4639226822967,37.9539495739798,-0.813519119461678
29.2,28.6300460742338,54.9347178731197,-20.2285238284098,0.130419274214646,-0.010767942530911,0.039781968280725,33.7293321112345,36.2554868413425,19.0713111583029
29.3,28.747714948205,55.1379502496175,-20.3127338226897,0.130959261379632,-0.011776236889641,0.040119030087117,39.3725420873194,59.9188394685384,-3.02527666355265
29.4,28.8653708117735,55.3412041328684,-20.3968494661169,0.131520322336409,-0.012069364087439,0.04058845600119,19.4311247235714,67.5011332162068,-8.07826805224758
29.5,28.9829963787484,55.5442555082775,-20.4809095923164,0.132283287295196,-0.012567938179939,0.041432447102435,18.0937255820552,90.6401714459689,-7.56640674620218
29.6,29.1008566329111,55.7474376884033,-20.5651412228724,0.132777629180992,-0.011999629404784,0.042008904797496,37.9537676763839,60.5140623283767,-8.57061957758398
