time,hat{D_{v}},hat{D_{r}},psi,e_{psi},tau_{r}
19.9,2.10830231764709,-7.60648601939055,2.09721148543345,-0.002816383040253,2.70671041001651
20,2.28070948307194,-7.97624106831941,2.09745535162771,-0.52665902483281,6.01919110246095
20.1,2.13397814060526,-8.05205022208589,2.06861566405626,-0.49781933726136,-91.9479497779141
20.2,2.32755454701325,-8.21127975019149,1.99875134495975,-0.427955018164858,-88.8731709715492
20.3,2.62407115421523,-8.33229755778637,1.91371963502942,-0.342923308234521,-62.8563072739092
20.4,2.80828901757919,-8.59964864619778,1.83088962476171,-0.260093297966809,-53.4595988475461
20.5,2.91701119287732,-8.51488285492321,1.75566830413297,-0.184871977338076,-31.9166285472069
20.6,3.02270705199128,-8.36360119884943,1.69373353290923,-0.12293720611433,-6.3009578674462
20.7,3.04606286860585,-8.18771703038594,1.64918466768661,-0.078388340891713,4.66236641500375
20.8,3.03295350620171,-7.7457383942737,1.61769163076805,-0.046895303973154,6.1884663735463
20.9,3.02305149927873,-7.33659251656794,1.59654674643912,-0.025750419644226,10.6538879039552
21,2.99188524904829,-6.81693517507038,1.58431590479965,-0.01351957800475,10.447935023317
21.1,2.94256736827532,-6.18267028986825,1.57824187765951,-0.007445550864617,12.3404063975753
21.2,2.8846101959148,-5.41028348667214,1.57589832468194,-0.005101997887039,10.5410524265249
21.3,2.81411232085514,-4.59697988060567,1.5750741876494,-0.004277860854506,4.75270074037168
21.4,2.7396541140332,-3.72049395474575,1.57462840414569,-0.003832077350791,2.39984259488963
21.5,2.65262876340728,-2.87821949131532,1.57448901048785,-0.003692683692955,0.876817709279488
21.6,2.56315511481041,-1.89552363537976,1.57445386052057,-0.003657533725678,3.48724090092608
21.7,2.47129378614452,-1.00176210339713,1.57445596901179,-0.003659642216897,-1.04108651344133
21.8,2.36399149302999,-0.062624634626498,1.57452640001015,-0.003730073215255,0.975425997200598
21.9,2.25551323929734,0.882751595661744,1.57469592648719,-0.003899599692289,1.18938525350322
22,2.14640126714065,1.79584182928523,1.57478179810767,-0.003985471312778,-5.97379699479064
22.1,2.03277616478024,2.65159555818069,1.57483285211443,-0.004036525319531,-6.50259130741585
22.2,1.91764182892343,3.50438143804217,1.57460641984051,-0.003810093045615,-2.23573233678485
22.3,1.80361703158545,4.22385759616592,1.57433679231092,-0.00354046551602,-3.13314605469206
22.4,1.69272710551269,4.83905931352935,1.57405354326162,-0.003257216466725,-6.10023930087052
22.5,1.58529979493766,5.41022552941531,1.57387268282069,-0.00307635602579,-5.11983090844542
22.6,1.48165553178497,5.89916220988932,1.57393814743863,-0.003141820643737,-6.36969422113004
22.7,1.3785317076127,6.34411623078277,1.57401736218737,-0.003221035392476,-11.9906639059155
22.8,1.2857460605171,6.56209747781202,1.57399159962097,-0.003195272826077,-7.13644774173542
22.9,1.19790698081773,6.72664216891095,1.57404219560508,-0.003245868810186,-6.25698234126135
23,1.11704861277385,6.83266782705788,1.57406204824601,-0.00326572145111,-5.97587126811151
23.1,1.04669121389643,6.87430399096292,1.57412470515359,-0.003328378358696,-8.93627675807756
23.2,0.979761929891227,6.72244249358264,1.57421359785612,-0.003417271061219,-7.87276352270928
23.3,0.919152422764865,6.55470878011374,1.57409505381772,-0.003298727022823,-1.20662726587443
23.4,0.871274362821656,6.29372178588677,1.57394890813146,-0.003152581336563,-7.70012020145226
23.5,0.834719795053137,5.96391366752957,1.57389972095956,-0.003103394164662,-6.07534435303112
23.6,0.806968066161881,5.57382052395068,1.57393332298281,-0.003136996187914,-8.40623324367724
23.7,0.789170698342725,5.12688960110314,1.57396033078994,-0.003164003995046,-10.4374049154437
23.8,0.780772923683505,4.63984617429043,1.5739763913058,-0.003180064510903,-3.07725639479424
23.9,0.780563153014106,4.16117185087509,1.57404059658745,-0.003244269792554,-4.93475841650373
24,0.785304659921396,3.62084720737911,1.57405498413182,-0.003258657336927,-6.12452969409204
24.1,0.78878574119524,3.18176688882993,1.57408446654902,-0.003288139754126,-5.56347219530032
24.2,0.804387407592156,2.66096799826767,1.57402839257631,-0.003232065781412,-1.8591286913171
24.3,0.834150603131981,2.14577224302534,1.57398013130827,-0.003183804513371,-0.093864278974567
24.4,0.867620434730735,1.68205797757433,1.57398892866231,-0.00319260186741,-1.20222880590186
24.5,0.901404316750536,1.31860640241739,1.57392617629069,-0.003129849495797,0.782165076891211
24.6,0.930283503940697,0.968790197595173,1.57389692387089,-0.003100597075994,-2.49848622254949
24.7,0.974516892775217,0.591092842996564,1.57398299965637,-0.003186672861474,-1.50702456700846
24.8,1.01818085847741,0.333262122303225,1.5740785318441,-0.003282205049201,1.33605778303745
24.9,1.05625392262665,0.147266943874428,1.57413754710702,-0.003341220312125,1.75490763324254
25,1.10031141101371,-0.075176064418236,1.57410863745813,-0.003312310663232,4.30993035857526
25.1,1.14002353120543,-0.117374943281977,1.57402535174303,-0.003229024948137,-3.92981619975391
25.2,1.17694696368479,-0.226716534280382,1.57405778340152,-0.003261456606626,1.23731635981163
25.3,1.2058298827187,-0.209351023881503,1.57400008863411,-0.003203761839212,-2.98055433645957
25.4,1.22995893849506,-0.291694641054929,1.57399584459268,-0.003199517797786,1.76684328907853
25.5,1.25901713785953,-0.212797556011731,1.57400435243461,-0.003208025639716,0.815545987277086
25.6,1.27786125234915,-0.16150094110873,1.57386584390297,-0.003069517108068,4.39595683951285
25.7,1.28287221611661,-0.069432561597715,1.5737545605552,-0.002958233760304,-6.1097168872739
25.8,1.28242045844696,0.022366251740597,1.573739487322,-0.002943160527107,3.67377961060033
25.9,1.27073330851548,0.062586139282698,1.57378833408141,-0.002992007286514,-1.50499451472473
26,1.26182313865553,0.172974581882403,1.57382150055104,-0.00302517375614,-4.0345527632684
26.1,1.24043554656414,0.282233296481212,1.5738817195949,-0.003085392800004,1.4900305359091
26.2,1.20299448195428,0.23574917736468,1.57398384078536,-0.00318751399046,-3.72736021104274
26.3,1.15760343993923,0.349755247252223,1.57394720576817,-0.003150878973276,-3.3056063923409
26.4,1.09959457174203,0.286204721172597,1.57401845540657,-0.003222128611674,-5.14526104493931
26.5,1.03181228370388,0.262467432217469,1.57400960838612,-0.003213281591225,-1.0344707960354
26.6,0.952489700492475,0.186756691525841,1.57394968595564,-0.00315335916074,-0.266755042228067
26.7,0.855908548918542,0.083992697803621,1.5740149302573,-0.003218603462399,-1.18159574693287
26.8,0.758540701137628,-0.08727351607552,1.57397231868982,-0.003175991894924,-3.08464353500137
26.9,0.647176412332589,-0.249527965794865,1.57399828522106,-0.003201958426163,2.19617338211424
27,0.528539052438135,-0.464299132766116,1.57400822809207,-0.003211901297175,-0.942808857468974
27.1,0.399720060514505,-0.742180095327076,1.57401655825373,-0.003220231458829,-0.329073509859864
27.2,0.262979553736507,-0.988521078208997,1.57420629846197,-0.003409971667075,7.37702886162193
27.3,0.114347790471741,-1.23964959790643,1.57449217578157,-0.003695848986676,0.653600804858764
27.4,-0.037807561286529,-1.5484481872479,1.57463110083304,-0.003834774038142,4.77720534516969
27.5,-0.194474049643865,-1.84130753546839,1.57484760705477,-0.004051280259874,0.329596560149239
27.6,-0.362829923905875,-2.08515088792275,1.57485616869791,-0.004059841903017,-0.42834811125566
27.7,-0.527466506002034,-2.36930539279045,1.57468530135923,-0.003888974564336,2.11802953301729
27.8,-0.6989924814739,-2.59920628298172,1.57460534018828,-0.003809013393385,3.80977736342796
27.9,-0.872403697817242,-2.83621502585028,1.57452888579459,-0.003732558999691,9.06754536099051
28,-1.0457371534245,-2.95580630604584,1.57429643434914,-0.003500107554246,7.50238900486787
28.1,-1.21793926080789,-3.1410934823953,1.57387639411221,-0.003080067317318,0.065085892697467
28.2,-1.39003011163625,-3.19194784435756,1.57359308584633,-0.002796759051437,-0.399533006815841
28.3,-1.55681678390353,-3.20922986724188,1.57345779067508,-0.002661463880186,7.9223412380438
28.4,-1.72106676792324,-3.24778335850268,1.5735778216023,-0.002781494807406,4.4054876336041
28.5,-1.88152655825083,-3.05176172898405,1.57370102550015,-0.002904698705249,6.4798338388025
28.6,-2.03178615650657,-2.94798165128889,1.57373008390075,-0.002933757105851,3.98687077255311
28.7,-2.17468033150989,-2.70725742378424,1.57411011524504,-0.003313788450146,5.9516548404951
28.8,-2.31070309024849,-2.4524058190819,1.57432879708952,-0.003532470294626,8.77110464253389
28.9,-2.43538732493772,-2.1560158133895,1.57456931474243,-0.003772987947535,-0.698407225271977
29,-2.54552353177356,-1.8004559472638,1.57481871247197,-0.004022385677073,-0.799990023629107
29.1,-2.65028435190375,-1.42013973846126,1.57499217692067,-0.004195850125774,3.25474146111894
29.2,-2.73805067584937,-1.02298564715448,1.57492957367898,-0.00413324688408,-0.132174627202124
29.3,-2.80702513905636,-0.569044096598886,1.57475623897126,-0.003959912176367,-1.98930125104401
29.4,-2.86583523730295,-0.161779184592504,1.57480036400225,-0.004004037207349,-4.66581259225534
29.5,-2.91493822823701,0.321545553766843,1.57478887881698,-0.003992552022084,-4.59635044392264
29.6,-2.94489978438028,0.738238649303823,1.57483790428648,-0.004041577491582,-2.03644168921819
29.7,-2.95946246059681,1.17562153965515,1.5748780147217,-0.004081687926804,-2.81025992363972
29.8,-2.95424183535252,1.48819066809478,1.57492377682119,-0.004127450026292,-2.02208935508492
