time,desired D_u,hat{D_{u}},desire_u,u,e_{u},tau_{u}
28.1,-6.41880172370654,-6.40359448679977,2,2.00434902400817,-0.004349024008168,27.2772498656183
28.2,-6.46938903237299,-6.46067529885299,2,2.00437421448915,-0.004374214489149,26.8409964439107
28.3,-6.48246180370767,-6.46733212915782,2,2.00466110156066,-0.004661101560657,27.0257117196691
28.4,-6.45845383478022,-6.46977862290151,2,2.00458762877874,-0.004587628778738,26.7950608389736
28.5,-6.39818503805687,-6.41454020329125,2,2.00456751060468,-0.004567510604677,27.228136451918
28.6,-6.3028447386861,-6.32753789177527,2,2.00469391457032,-0.004693914570321,26.8169519280492
28.7,-6.17396993228114,-6.20389674091307,2,2.00481964714705,-0.004819647147053,27.3371512093541
28.8,-6.01341888124251,-6.04387919842758,2,2.00479849914474,-0.004798499144738,26.588455843325
28.9,-5.82334049521735,-5.86295110114234,2,2.00485495440487,-0.004854954404875,26.629316629249
29,-5.6061400015213,-5.65663809477142,2,2.00497512674754,-0.004975126747545,25.827042111743
29.1,-5.36444146338817,-5.41587204499173,2,2.00482003421438,-0.004820034214384,25.62640041871
29.2,-5.10104774701125,-5.15438178907665,2,2.00470261613229,-0.004702616132295,25.1549915445927
29.3,-4.81889857190331,-4.88651141327618,2,2.00485836758198,-0.004858367581985,25.1587708274722
29.4,-4.52102730266986,-4.58983469005239,2,2.00470066659085,-0.004700666590846,25.0512643456043
29.5,-4.21051715356906,-4.27978553372861,2,2.00479282336085,-0.004792823360855,24.5790816147947
29.6,-3.89045748007847,-3.96241331306821,2,2.00470311625395,-0.00470311625395,24.3322857638968
29.7,-3.56390082412733,-3.6481426917476,2,2.00487371073911,-0.00487371073911,24.6699513756198
29.8,-3.23382136186155,-3.32291233558742,2,2.00487082827625,-0.004870828276247,23.4578500988015
29.9,-2.903075375124,-2.969873134032,2,2.00489966269578,-0.004899662695784,23.4393911398799
