time,hat{D_{v}},hat{D_{w}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
3.4,-6.13192958034032,-4.99964909943502,1.9542851406714,9.85266439283944,-3.61971977113581,2.84843480726159,-0.105064424873593,0.044372634889671,100,54.5981228351593,-3.50653231143951
3.5,-5.86829453691522,-4.80022774161559,2.24340775884329,9.71917197848672,-3.80160208761086,2.6195323230857,-0.102256388381816,0.031874111056365,100,49.3796110153198,-28.5479545593262
3.6,-5.55931563442017,-4.58085087293963,2.51736462741647,9.59525652650734,-3.97129313872339,2.41202740291351,-0.098112048749061,0.011529565813921,74.8512923717499,56.6165328025818,-5.21701201796532
3.7,-5.25123287297885,-4.34708521994257,2.77440482463148,9.48399441499586,-4.12751331953978,2.22898270307891,-0.091897012423346,-0.015288638726263,86.6777420043945,39.4776940345764,-16.3539588451386
3.8,-4.9404291546976,-4.09802940617238,3.01442883820563,9.38651634063591,-4.27060726961932,2.07080392907972,-0.083437136043759,-0.045717261466788,93.2432591915131,41.2962436676025,-41.389611363411
3.9,-4.60747561494472,-3.83661976816016,3.23913608719959,9.30184508388574,-4.4023537282013,1.93519140258607,-0.071814629104871,-0.074475967295303,100,62.7049684524536,-22.9304745793343
4,-4.24344475485644,-3.56060442368121,3.45202132816376,9.22717574341585,-4.52581290691678,1.81726081416295,-0.057160191854091,-0.0986416622614,76.2246787548065,47.0760107040405,-41.8486535549164
4.1,-3.86081928025126,-3.27116830075191,3.65829555943385,9.15860962088674,-4.64479785620823,1.71004346223451,-0.041725986548161,-0.114734156060274,100,12.8507077693939,-72.6765215396881
4.2,-3.48944794570793,-2.97245290241109,3.86475685130127,9.0913336242319,-4.7634367401237,1.60479552031771,-0.028761292290127,-0.124855203567602,84.7839176654816,-7.27101117372513,-91.498190164566
4.3,-3.10429234952975,-2.68628123570247,4.07879902493836,9.02045966234766,-4.88522669613088,1.49250038041332,-0.021540203116922,-0.127956922400665,82.6332628726959,25.4170447587967,-24.598217010498
4.4,-2.71346099149036,-2.39366507260424,4.30641324770944,8.94094326517613,-5.01206204166654,1.36581178937053,-0.019614066350657,-0.130846865684509,100,-16.1635205149651,-11.8701756000519
4.5,-2.32342751659526,-2.12976473706382,4.54949397688574,8.84962776877759,-5.14310492934684,1.22244801255924,-0.021534577900006,-0.132302639747133,58.8679194450378,-33.8515013456345,-36.5466892719269
4.6,-1.94149350042213,-1.86193727182435,4.80718346312568,8.74444008771283,-5.27614849912739,1.06314080951691,-0.026703596934577,-0.136767746124442,64.5823478698731,18.6509266495705,-1.0570015758276
4.7,-1.57897565122601,-1.59551780044144,5.07609437083123,8.62518798451775,-5.40806498770228,0.891644140979577,-0.0330320582173,-0.146091861302092,24.9835461378098,-12.3395130038261,8.20244550704956
4.8,-1.25523312381274,-0.471452669628244,5.35084061791867,8.49373036294439,-5.53531888640776,0.714293759653679,-0.042010498781183,-0.157062030366315,-18.6069011688232,18.2510673999786,21.8742504715919
4.9,-0.988249838041857,-1.39881658479724,5.61577447365572,8.35752017888779,-5.65031657330026,0.549417013898614,-0.05149626863142,-0.154396484317748,-12.8118932247162,19.2724347114563,12.0125442743301
5,-0.548484267958439,-0.881648096485352,5.86466942514888,8.2164689426018,-5.75194956560513,0.401094698130118,-0.060646610723799,-0.152040326522332,-15.6841367483139,-17.113533616066,1.10922902822495
5.1,-0.293209339232181,-0.624709459142003,6.09386833037106,8.07181588071246,-5.84019636624895,0.271455858603787,-0.074119744554564,-0.145602683405618,-20.8252534270287,-18.9434915781021,-22.8456690907478
5.2,0.003722521299627,-0.401761380104745,6.3002567193695,7.92707935728785,-5.91446839682964,0.163734555488439,-0.092938244300745,-0.125798763064393,1.40700936317444,-24.3555828928947,-19.3734019994736
5.3,0.295645290945719,-0.203191751847447,6.47944409539768,7.78624563047443,-5.97434882320397,0.08222116937583,-0.113805385626598,-0.095416183529272,-16.286164522171,-4.34093326330185,28.6276638507843
5.4,0.560912182646217,-0.025487138035863,6.63073769885311,7.65213362218129,-6.02130942576827,0.027628645879871,-0.132754673866114,-0.055589519649146,-37.2695118188858,15.0869369506836,37.5694572925568
5.5,0.810849941194726,0.156894691468561,6.75534218442461,7.52771058006733,-6.05779628587665,-0.000174306010253,-0.143086519328903,-0.014860515344055,-37.5470876693726,35.7564449310303,43.7344670295715
5.6,1.01702623009811,0.33469814244435,6.85505657722275,7.41691421267792,-6.08632640395816,-0.000448347070767,-0.138365656980669,0.014716897683179,28.2468855381012,32.8241616487503,64.7014200687408
5.7,1.16514453818262,0.514388986754677,6.9369008929612,7.31798691322044,-6.11039929212448,0.020224239011044,-0.119388251541359,0.025734662087788,19.6117028594017,100,36.1609667539597
5.8,1.29307226587018,0.672030725302503,7.01078365395216,7.2243327722387,-6.13372117081375,0.049941061596808,-0.091466400446463,0.019044722851319,20.2539548277855,57.0417940616608,60.0005865097046
5.9,1.39893470085455,0.808926465784129,7.08659602980486,7.12780177848977,-6.15991759228407,0.075630142070284,-0.05904303484361,0.000634393704907,71.3918507099152,45.1454013586044,-39.4442439079285
6,1.46974706950291,0.928533727261004,7.17238755901675,7.02177387834631,-6.19216896570057,0.086570412576742,-0.027188651092569,-0.021477880211306,24.9525368213654,22.9782804846764,13.7268394231796
6.1,1.53407206399646,1.04511497728307,7.27053607274627,6.90543598716124,-6.23152876690046,0.08045040720518,0.000392212785785,-0.041947688456777,35.1343214511871,-9.61435437202454,-65.9291386604309
6.2,1.58398320762165,1.1377833568886,7.37904822388846,6.78139919058126,-6.27694433983894,0.060860676099194,0.024022936891035,-0.059560847021932,-20.1169013977051,-41.9162064790726,-53.2288372516632
6.3,1.62079562483117,1.21085672609101,7.49223139943087,6.65503142063592,-6.32551936222306,0.036271357293132,0.04464362315915,-0.075424319762483,22.4000692367554,-67.3893332481384,-48.0175733566284
6.4,1.63380747079649,1.25837064911676,7.60822717917859,6.52688222544705,-6.3759435722486,0.008788639376792,0.062634857484312,-0.089369660226321,-12.5369250774384,-51.1756420135498,-67.5991892814636
6.5,1.65031657392008,1.28570423970239,7.7240019715149,6.39867178896321,-6.42643147664249,-0.017853170636793,0.078373824075355,-0.10237562657127,-23.5813438892364,-92.1410441398621,-50.1566469669342
6.6,1.62561621943309,1.32415144711805,7.83722960320802,6.27166470536714,-6.47555437499481,-0.040912058668872,0.090648831012039,-0.114173143632463,19.8645502328873,-78.9241075515747,-90.3400659561157
6.7,1.58029810392449,1.32070797875494,7.94728363897716,6.14560897201685,-6.52257445688138,-0.060107535567828,0.098120110126507,-0.121370712288524,-6.98426067829132,-51.6354203224182,-90.6479835510254
6.8,1.52657987785299,1.31884479631099,8.0529130351336,6.02091473040728,-6.56654726994539,-0.074386191887457,0.100843529519189,-0.121202052704777,6.32982403039932,-86.6951465606689,-60.5901718139648
6.9,1.4646423695204,1.32348551127743,8.15418375964654,5.89598213753288,-6.60727940229924,-0.085326592076687,0.096919232332301,-0.114193694085761,-27.4252682924271,-77.2547721862793,-69.2828238010407
7,1.38199953381292,1.28779497846382,8.25067392929768,5.76989372188136,-6.64431907428961,-0.093745544819781,0.085523403549728,-0.099328792942651,-37.0003670454025,-56.3571393489838,-60.572350025177
7.1,1.31493025830083,1.25022389347436,8.34081650154225,5.64359332565713,-6.67683898808721,-0.098319422007406,0.067359653458943,-0.078523015737619,4.05760258436203,-37.9515826702118,-16.2670314311981
7.2,1.24255870041204,1.2074950650989,8.42515488246046,5.51538658834207,-6.70495689058869,-0.101127384129573,0.04343242669658,-0.056235907921692,39.1821205615997,-41.5437668561935,-24.6827229857445
7.3,1.15373753590373,1.15812834443948,8.50311482873825,5.38657797257953,-6.72842969640177,-0.100961681781293,0.014364976678025,-0.036221442481334,44.9952602386475,-18.7498152256012,-16.1781921982765
7.4,1.03794486208783,1.09694877599983,8.57592909332848,5.25636819036743,-6.74754818202898,-0.099221807386917,-0.018421109891221,-0.021800707598547,-27.5918543338776,-18.8216462731361,-55.39790391922
7.5,0.914160016340301,1.04695995915697,8.64317952697562,5.12831720010048,-6.76229509181133,-0.092543584665448,-0.052752820343582,-0.009891884730406,14.6889328956604,11.6306230425835,0.201325118541718
7.6,0.794627885645158,0.987845192495771,8.7042840382095,5.00603151329723,-6.77298482690062,-0.077427880451229,-0.085359377682974,-0.000595277905136,-42.1323955059052,35.0480645895004,58.1913471221924
7.7,0.671116721767209,0.925846753781384,8.76065020397562,4.88848609915534,-6.78055009899521,-0.055448059041571,-0.115648789413258,0.008792188991028,33.6082577705383,42.011421918869,-13.3498072624207
7.8,0.559926952241931,0.858629037962375,8.81375456787702,4.77360081002967,-6.78582055882183,-0.029162471478406,-0.1437973542946,0.023583000900837,-15.5529662966728,60.0241959095001,51.9340872764587
7.9,0.47048119455078,0.781439932288061,8.86359392660441,4.66101295350033,-6.78937840038414,0.001026956865838,-0.168619990459545,0.040693855087479,-1.82064399123192,66.1898612976074,71.2907731533051
8,0.39806989380868,0.713076714444328,8.90887385517465,4.55312071550263,-6.79170736700627,0.037681344255089,-0.187330179448237,0.052821137320062,-36.7317497730255,72.9079604148865,42.0859634876251
8.1,0.311831821903386,0.657297756023893,8.95066400804506,4.44805092501709,-6.79350101303108,0.07849747254078,-0.197282977627004,0.056004878532197,14.8189350962639,80.7460486888886,63.8302862644196
8.2,0.233760616254118,0.598524685609118,8.99131343749065,4.34189497915006,-6.79559239594635,0.118814459785426,-0.199442841660155,0.052570446081001,-17.6005780696869,80.0772309303284,60.1369857788086
8.3,0.172969997541884,0.537074458101202,9.03273418151358,4.23179245380542,-6.79885280942499,0.155087941966934,-0.194823545418129,0.044932363064869,77.395224571228,66.5064930915833,32.3346942663193
8.4,0.112207569425464,0.477051929617805,9.07671839900807,4.1145908586736,-6.80425088193706,0.183551788700818,-0.184195870855348,0.035119706038127,80.2914202213287,77.7269303798676,30.916753411293
8.5,0.077917750665328,0.424849969180173,9.12367976713798,3.9901972719043,-6.81272706854585,0.203707603125255,-0.168229303263935,0.024356605147886,48.5045284032822,81.2440514564514,29.3378978967667
8.6,0.059058530084935,0.371187690956796,9.17462451181666,3.85629172619893,-6.82546853201537,0.212783613750013,-0.148112941104698,0.011274247892798,44.3605303764343,98.077392578125,70.675802230835
8.7,0.054748920774841,0.350079837118346,9.2302659129741,3.71137997370727,-6.84365360320576,0.208865131279439,-0.124507255519221,-0.004389246463957,23.0279222130775,76.2468457221985,41.9392824172974
8.8,0.053040971951944,0.316313482436054,9.29068409814205,3.55570809345867,-6.86826152986125,0.191894585603098,-0.098471553102285,-0.024859787741477,21.428470313549,20.1470702886581,15.718999505043
8.9,0.089139178270375,0.29619604934017,9.35394837329458,3.39518105312724,-6.89884884767975,0.168024802488747,-0.071969682010544,-0.046078003831574,-2.85253692418337,28.7429213523865,14.4210666418076
9,0.138189042937173,0.275523633751475,9.41752113320151,3.23617792804716,-6.93406906528916,0.144362374714766,-0.043737800682188,-0.069150240171331,-0.158893316984177,33.4856808185577,-29.6917915344238
9.1,0.198336144804106,0.283260715723703,9.48140523931749,3.0781284646554,-6.97371356453546,0.12067060383573,-0.014377961437628,-0.091153203371863,-43.6956644058228,41.936656832695,2.63383090496063
9.2,0.279682356683197,0.28942014637202,9.54507452455318,2.92107371929369,-7.01719374135044,0.097587979424148,0.013912742143877,-0.109756024692818,-48.0623126029968,12.2479245066643,-31.4869940280914
9.3,0.389782064775992,0.291645371102288,9.60765428311959,2.76471185682669,-7.06364529952239,0.075585356489085,0.03923387323568,-0.12473250651185,-6.0492966324091,31.5201997756958,-55.1236271858215
9.4,0.51839924887755,0.289805404868171,9.66810748178265,2.60886822259266,-7.11192604201223,0.055251837103515,0.060743711247543,-0.137301434352937,-7.50120878219605,37.8942996263504,-23.297992348671
9.5,0.658837270586115,0.321735541028382,9.7262739544297,2.45160327289022,-7.16144110357171,0.035040373881286,0.078146597322811,-0.145867256790804,77.8268694877625,-28.0793577432632,-78.5437703132629
9.6,0.804246170874601,0.339844435158757,9.78079361437986,2.29438709913318,-7.21046408830877,0.016966388947293,0.08881873168585,-0.14782301581665,67.6765203475952,-34.3411862850189,-71.0840702056885
9.7,0.988691004511936,0.349224739562266,9.83144146553909,2.13475432971717,-7.25844229369079,-0.001380214851416,0.093990729097675,-0.143171173509579,23.5484093427658,-13.8088643550873,-65.9056305885315
9.8,1.19670796033258,0.357320750992019,9.87656184889661,1.97516566045796,-7.30359264977449,-0.017400855070244,0.092782623049634,-0.133532119837494,-22.5927099585533,-43.6241298913956,-69.0863013267517
9.9,1.41325334472124,0.388287619458603,9.91458812738294,1.81995882421264,-7.34414605186525,-0.026887190887744,0.08829928787873,-0.120979596237509,-12.126849591732,-83.4784924983978,-55.6373596191406
10,1.63147012219866,0.431510933141891,9.94516142258281,1.67261178398712,-7.37940689686315,-0.026800197141238,0.082044601668858,-0.107987328068535,-10.4511424899101,56.3295841217041,-32.5038015842438
10.1,1.86282677113485,0.466318535920294,9.96902385273462,1.53443917124286,-7.4097460286817,-0.016337630299075,0.076237408047124,-0.094203386282685,-60.9138786792755,24.1642490029335,-6.30291700363159
10.2,2.09093249719912,0.514740360962203,9.98762805374709,1.40272130757784,-7.43657302674889,0.001324516356602,0.070913921273207,-0.082733375074079,0.022897124290466,34.2201262712479,-22.6527541875839
10.3,2.32644930070107,0.56484586147597,10.0024540923603,1.27271181621983,-7.46146759016329,0.021124727697062,0.066828237626232,-0.074394637550618,-6.51101469993591,48.2061505317688,-40.5945956707001
10.4,2.55687259859446,0.634918683628919,10.0148563418792,1.13740140922471,-7.48623142046223,0.035822794523917,0.064348822745129,-0.066825230432607,35.150671005249,15.3823733329773,-23.2357248663902
10.5,2.79022847673447,0.695961240182924,10.0254133595032,0.992940631968246,-7.51179857445223,0.041461851394751,0.059987967294213,-0.055572109926591,6.16766586899757,33.5364192724228,-10.6680363416672
10.6,3.04108115769906,0.752942185844578,10.0335765958321,0.842570671887462,-7.5374996340691,0.041296786527132,0.05459065782434,-0.039297729614721,-6.88612461090088,42.1055465936661,37.3411238193512
10.7,3.28995849404794,0.793767519815194,10.0384929636961,0.688448686782504,-7.56288052128583,0.037448668575327,0.049383479009869,-0.01711798942232,9.65196341276169,24.0349873900414,11.7226243019104
10.8,3.56317972180483,0.839182144724181,10.039223390336,0.531820317430933,-7.58775452555294,0.03107235427567,0.04287115142991,0.007858633373487,-8.76847505569458,36.9544208049774,19.5293456315994
10.9,3.80772092974963,0.894248190621028,10.0351700532838,0.373843623411671,-7.61192580144721,0.023236798287322,0.035189186706962,0.033429766539318,-11.6380214691162,2.82540656626225,53.694099187851
11,4.05726594954414,0.928795679185244,10.0264758532942,0.217064667185952,-7.63496850453363,0.016460330545247,0.025188702078515,0.057599294880079,51.8270909786224,32.9546272754669,27.005073428154
11.1,4.30026299553765,0.951333398359364,10.0139867161145,0.066018213168302,-7.65619788330895,0.015324912745311,0.015875980729785,0.074353105781184,64.3477082252502,16.4027288556099,3.97651493549347
11.2,4.51373717634913,0.97753783687132,9.99876861958493,-0.079807071506773,-7.67591542491826,0.019324410993329,0.008197198935512,0.083138851194713,41.1911696195602,55.5340528488159,29.1823327541351
11.3,4.69684204406511,1.00130002064393,9.98211878447016,-0.220986708176448,-7.69453898161796,0.0278892092038,0.002923453866538,0.081423293770223,24.7811138629913,73.8827228546143,-5.2914172410965
11.4,4.87620914029903,1.02759235265659,9.96519647637735,-0.359299584384007,-7.71266063410245,0.039224030702221,-0.000123378623469,0.074766361442867,71.8325197696686,27.1055102348328,-3.69081199169159
11.5,5.04194937583023,1.05399517169801,9.94847467732257,-0.497770941161209,-7.73095488702071,0.050255062930448,-0.002704937642846,0.064632166361089,92.9926872253418,60.2408349514008,9.03365463018417
11.6,5.16839713278443,1.05175862775449,9.93230616826407,-0.637002675444836,-7.74963482849025,0.060378146387514,-0.004004106898709,0.051661127241111,57.6811194419861,78.9900600910187,49.9258279800415
11.7,5.2963352343041,1.04888682390694,9.91649929267904,-0.780337007524335,-7.76931384480928,0.066213321881644,-0.004148601315657,0.039119473348478,21.2619319558144,10.2324962615967,-12.2478097677231
11.8,5.40452239760168,1.0253436123417,9.9006582068398,-0.929616829819213,-7.79036369820219,0.065898333256943,-0.004320145635234,0.027440901857406,44.1052168607712,56.4509570598602,-52.5238394737244
11.9,5.47610042017953,0.991208295536962,9.88439678922511,-1.08508984996656,-7.81287999621726,0.059194976634698,-0.003920105375136,0.017958995952803,-16.2875801324844,67.382800579071,-12.4267488718033
12,5.53978339316334,0.954285775516729,9.86692980965802,-1.24778259210213,-7.83708896875645,0.045038044037922,-0.003011409021964,0.011572059292367,-36.3885134458542,62.307208776474,-21.6202974319458
12.1,5.57137833679381,0.903591680073838,9.84751211181984,-1.41675094357068,-7.86293507812781,0.024321727940069,-0.000942332191638,0.006572973641028,20.0420156121254,27.6855766773224,12.3957350850105
12.2,5.57542377310519,0.846641652432899,9.82542082109451,-1.59136597399534,-7.8904717557131,-0.002419521178802,0.002114236200907,0.001915444681686,-9.81287956237793,48.5001742839813,-20.6101328134537
12.3,5.56236929170537,0.782919393046542,9.8005382073295,-1.76854606684511,-7.91934077497007,-0.032138287895577,0.006706800711253,-0.004357942219244,-31.6943109035492,32.3693186044693,-13.1930321455002
12.4,5.51202006435827,0.718074493490814,9.77338147746499,-1.94417635572989,-7.94899946192474,-0.060669304090308,0.013340803036661,-0.012268356190989,-43.7206208705902,80.521959066391,44.29731965065
12.5,5.43813107918129,0.629667703419377,9.74501230553396,-2.11312880041255,-7.97871449892746,-0.082739736401197,0.023004265377846,-0.022114022744429,21.2360799312592,36.1988931894302,4.01389300823212
12.6,5.31547134306265,0.539491553945331,9.71635127093636,-2.27211433192454,-8.00806444318052,-0.094932788814779,0.036236892929275,-0.032051632494879,-12.3860895633698,25.9051144123077,-21.9450652599335
12.7,5.17783345455532,0.436588957070056,9.68864303062475,-2.41682977154882,-8.03633274555388,-0.092744411229563,0.053367596503334,-0.036930708614486,-3.45100462436676,36.7659509181976,-21.0818618535995
12.8,5.01611469200861,0.321760895613259,9.66207321004472,-2.54624971687068,-8.06334596014515,-0.075184098628713,0.073674152401762,-0.037497677878475,17.621636390686,3.58541309833527,-10.7474222779274
12.9,4.82737610207295,0.204651669897757,9.63594817299913,-2.66319216828079,-8.08966552095356,-0.045298389657411,0.096405417942838,-0.036837390630359,15.9156143665314,43.1246191263199,34.9595129489899
13,4.61122739375185,0.083711133178706,9.60960356102126,-2.77116044038659,-8.11599332483643,-0.006789369867867,0.120631595325194,-0.038133479087537,63.4693503379822,7.83812999725342,20.096418261528
13.1,4.35869825824171,-0.038708061507999,9.58313181605852,-2.87180664378155,-8.14254389737733,0.038716323462508,0.144383145471389,-0.042480176807262,80.2191615104675,34.6774756908417,11.4261917769909
13.2,4.07225636248394,-0.169183392327906,9.55698255718954,-2.96580775131363,-8.16913388179263,0.090706871265743,0.163495946333837,-0.046853912848788,81.303870677948,54.2658448219299,-6.79304599761963
13.3,3.76717837431396,-0.308994662545703,9.5302440428748,-3.05739247471556,-8.19647492446239,0.144815255831277,0.177511564117748,-0.048543632957476,76.6651451587677,9.20843780040741,51.7092943191528
13.4,3.44740880024264,-0.447168831120384,9.50146349861586,-3.15097722654487,-8.2253981073501,0.196325347336925,0.185310526491502,-0.049763673160435,79.3772637844086,-4.87228929996491,19.2734181880951
13.5,3.0956141488786,-0.580896521821974,9.4684937794742,-3.25235889023042,-8.2570455703601,0.238985243764907,0.18527910032367,-0.051367149874075,57.7372848987579,-72.9885637760162,22.1277117729187
13.6,2.73283516871187,-0.717429860069185,9.42901716015877,-3.3674613801145,-8.29220050473698,0.266434015024189,0.176953344090787,-0.054366157757986,53.3075094223022,-100,-27.6772677898407
13.7,2.33722455675567,-0.868005036489051,9.38002666856382,-3.50350857746482,-8.33139719740053,0.270913591991451,0.164284189396485,-0.057699398387908,60.4020237922668,-100,-40.1816308498383
13.8,1.93933780803394,-1.02276388268267,9.31802925286145,-3.66809681364323,-8.37495644317323,0.244199446400566,0.155314403433513,-0.06270334241401,47.6953059434891,-83.1889986991882,-49.2117464542389
13.9,1.53312234198276,-1.16107499042156,9.24169877757091,-3.86242918083786,-8.42196571845793,0.184900319955124,0.15119211114337,-0.070574771952736,12.2131139039993,-4.6486109495163,-43.8883453607559
14,1.08940950191482,-1.27405771618416,9.15550342633342,-4.07374274642151,-8.46867479572942,0.106803870903027,0.145813648995008,-0.080585988202405,-92.7943229675293,-19.17884349823,-65.0725841522217
14.1,0.664850951965968,-1.42560890460906,9.06428251428091,-4.28908307749571,-8.51146368975975,0.023816006910983,0.13698858016051,-0.090643898055028,-100,1.31242126226425,-58.3553791046143
14.2,0.223405070419159,-1.53964425978451,8.96968682621608,-4.502751837442,-8.54879418376806,-0.058329033988338,0.124674607077366,-0.102473957637093,-81.6921174526215,28.2530337572098,-89.8046493530273
14.3,-0.218106007672102,-1.65830712796771,8.87250865441305,-4.71188777989384,-8.5801366785599,-0.136909783983239,0.108082205866391,-0.117191179355123,-67.8883373737335,-2.13690251111984,-65.3877973556519
14.4,-0.675060769133347,-1.75982875600739,8.77619845139518,-4.90939882505769,-8.60496732341601,-0.204273148467666,0.087227479305921,-0.133176562932704,-75.3541946411133,8.03119391202927,-73.895251750946
