time,hat{D_{v}},hat{D_{w}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
14.5,-1.13074285791162,-1.86848154818636,8.68546156889031,-5.08695209584085,-8.62341348382152,-0.251110709609613,0.060916252345299,-0.144466841005134,-69.3640112876892,37.6010626554489,-67.2151565551758
14.6,-1.58492406648464,-1.95197069838552,8.60514804174204,-5.23658617007943,-8.63625329973958,-0.268425413596248,0.032252016010987,-0.140902131748587,-79.3543577194214,9.34747755527496,-61.513078212738
14.7,-2.0246988769017,-2.00467277429348,8.53725494947463,-5.35561396165947,-8.64494466176177,-0.25323097268371,0.003049252238059,-0.115027763456371,-33.497142791748,55.5919945240021,-47.074693441391
14.8,-2.44133351051787,-2.03472526184304,8.4761583360858,-5.4536890371168,-8.65122775708127,-0.216890960119138,-0.023888102934132,-0.070713626697779,-0.440049171447754,38.846418261528,-47.1811860799789
14.9,-2.85422092286531,-2.04928132577233,8.4152383945225,-5.5408566880616,-8.65630843957097,-0.171578600887129,-0.048143116208464,-0.020992069259022,42.6184117794037,24.1745695471764,-50.5721271038055
15,-3.25362809405988,-2.07246459590272,8.35381563630689,-5.61916338140248,-8.66062481395822,-0.119423149424648,-0.069696977956054,0.025649199374964,56.7496836185455,52.6761889457703,-25.1034796237946
15.1,-3.66822215774099,-2.09257681476243,8.29528310825245,-5.68642330784652,-8.66432023724995,-0.056661340021168,-0.082756294450776,0.072992260396329,-31.9247543811798,42.136761546135,2.73030903190374
15.2,-4.05246750724631,-2.07855064900178,8.23883673091362,-5.74517787422801,-8.66793103629445,0.01412617725986,-0.084473649569869,0.124229397198871,71.7876493930817,58.5420906543732,14.4758060574532
15.3,-4.41520507835337,-2.03517929769981,8.1787868261697,-5.80157122293588,-8.67235125699311,0.084450966921329,-0.078592400968943,0.174844215340675,80.4150342941284,79.2530953884125,-26.938796043396
15.4,-4.75460698829773,-1.97804688009002,8.11004991133217,-5.86005216846741,-8.67855045850019,0.147528614672286,-0.067229510009273,0.221576098299106,17.1346426010132,79.9495816230774,28.410017490387
15.5,-5.07414696033016,-1.90946543995068,8.02752449192985,-5.92441406899028,-8.68778314313442,0.197086734953798,-0.051960857506685,0.263714088697993,85.1326763629913,73.7040758132935,55.9293687343597
15.6,-5.36836464739617,-1.82164920871747,7.92704325874977,-5.99741081619909,-8.70154143556088,0.22830244060063,-0.034170338275704,0.304529309860547,32.933321595192,97.7580547332764,49.0675866603851
15.7,-5.63138185081833,-1.70886909399582,7.80981782586553,-6.07784756146884,-8.72069376128181,0.242924637400579,-0.014915409946704,0.346028555175976,-32.2183847427368,74.022251367569,50.6613850593567
15.8,-5.85942359962983,-1.57879826740449,7.68347168401917,-6.16038284378719,-8.74468407395831,0.250021863789538,0.00602865661548,0.385385254592068,60.7399880886078,16.061720252037,77.384626865387
15.9,-6.06305315285259,-1.43551020353116,7.55549956994166,-6.24047632672564,-8.77234790694785,0.257852200190764,0.028700054344928,0.418693549562744,-54.6992778778076,65.8229827880859,73.3873724937439
16,-6.2318346952791,-1.26197166811455,7.43100075359697,-6.3158112771296,-8.8024710473814,0.271268270403962,0.051094765022433,0.441703576032989,-4.30359467864037,36.7829382419586,25.5474448204041
16.1,-6.36965417771557,-1.09189014280896,7.31175709570679,-6.38654220028728,-8.83416436189114,0.29103930032717,0.073971529460073,0.448777347626606,17.7005857229233,25.2696186304092,59.6521735191345
16.2,-6.49201124896552,-0.902045931690518,7.19843726199263,-6.45395842149726,-8.8667967401586,0.316279178877756,0.097681401054941,0.437107915491927,25.3934770822525,29.1574954986572,55.0479829311371
16.3,-6.5862397487086,-0.69477359918368,7.09190738195067,-6.51947096834805,-8.89976937639827,0.3460766876372,0.121392230352578,0.406191138542263,45.9337443113327,2.86781787872314,61.9922041893005
16.4,-6.65436732602099,-0.476953508165449,6.99287900469421,-6.58438859344582,-8.9325447938639,0.379565705387096,0.143453978775166,0.356912992378024,44.3841576576233,15.2661800384521,-21.3036805391312
16.5,-6.6813811574667,-0.242015235119298,6.89764862017427,-6.6531493951338,-8.96621805401962,0.410900544252032,0.162430495519909,0.296149390095251,36.4619076251984,-15.1410281658173,11.4447027444839
16.6,-6.66889544356172,0.004796988298385,6.80223527242775,-6.73062588520675,-9.00216670766604,0.433817021042313,0.17733176938836,0.229495174632806,68.8458919525147,-31.3938081264496,-55.6957006454468
16.7,-6.64080004790214,0.261651888250515,6.7030769465343,-6.82183992469679,-9.0417129533799,0.44223872951686,0.187177723581069,0.159133464125354,75.3141164779663,13.9314472675323,-7.78640359640121
16.8,-6.55117441027949,0.522299223221766,6.5977285157167,-6.93158496913728,-9.08573846436642,0.431025643147855,0.194289866341421,0.086415685587797,66.3283705711365,19.8960810899735,-76.8665671348572
16.9,-6.47105826330788,0.786375651213278,6.48275655158347,-7.06690200956645,-9.13573175057291,0.392794635908758,0.201566657453783,0.009318561382378,60.9642326831818,-4.90812510251999,-47.7728307247162
17,-6.39853244365736,1.06257653393694,6.35701899487707,-7.23315845388035,-9.19245986234248,0.323362378408039,0.212751961150045,-0.067727251252705,16.8734222650528,17.9294466972351,-51.6227304935455
17.1,-6.28022933858715,1.34068008354246,6.22376184084813,-7.42783205928866,-9.25443945533931,0.228542879889188,0.228165642802192,-0.143577703800593,51.9636273384094,12.1469639241695,-61.727786064148
17.2,-6.11134599568558,1.62454197330985,6.08539419086109,-7.64493750210075,-9.3196000849446,0.117608092185701,0.250375034920557,-0.224542560982205,-23.1805860996246,-6.5475270152092,-40.3034448623657
17.3,-5.97006175111317,1.93194995657379,5.94289732685015,-7.8778012744596,-9.38602869700232,0.000700137857491,0.27765048686648,-0.310093852024498,-35.0890010595322,-14.2937630414963,-73.6521542072296
17.4,-5.80555911800529,2.20979578635167,5.79592583692775,-8.11863174618199,-9.45117507432959,-0.11121629681861,0.309276071307902,-0.396097608177015,-65.3737306594849,1.93320065736771,-100
17.5,-5.53290139533965,2.47972179416627,5.64150447903742,-8.35786075976003,-9.51231718754725,-0.208928136943424,0.345240585067512,-0.48473119769541,-99.7560620307922,-17.3591375350952,-99.5800971984863
17.6,-5.1659486139372,2.74987363464391,5.47706929875406,-8.58333536820575,-9.56696388557758,-0.28628070673746,0.381624180270616,-0.573521651223678,-58.1004500389099,-14.3287360668182,-100
17.7,-4.7780457260838,2.9982084633355,5.30508056132417,-8.7823660368241,-9.61309516833773,-0.341096038412375,0.410772651552248,-0.647806920247504,-100,-46.813103556633,-99.0951001644135
17.8,-4.39841593065105,3.25756752829532,5.13544267088059,-8.94378824342032,-9.64914536054228,-0.374038184835949,0.424159398739836,-0.679819281026687,-64.0237927436829,-68.5603618621826,-99.8162746429443
17.9,-4.03150791078945,3.4965783578336,4.97886964767738,-9.06396740245533,-9.67504494734969,-0.389536938302957,0.417112282848071,-0.646868371897886,-75.9430408477783,1.24472379684448,-100
18,-3.68663268790742,3.73038421822355,4.84360371429865,-9.14591273829997,-9.69197479389939,-0.389592617512409,0.387635175665439,-0.545856723463646,-70.4184949398041,-84.8506808280945,-100
18.1,-3.3425536038734,3.95578556734842,4.73619130183671,-9.19600603808818,-9.70164068709125,-0.369223188551873,0.332392539672574,-0.387197316780545,-58.4558606147766,-16.8402642011642,-97.282612323761
18.2,-2.99234606856347,4.14675453339092,4.66196478350855,-9.22194386496909,-9.70589504893619,-0.318207354274342,0.260545770105745,-0.196171969116942,-45.5366402864456,33.041325211525,-77.6142299175262
18.3,-2.64761956271816,4.35119931824482,4.62348666965527,-9.23224430256558,-9.70684062362447,-0.227904267936813,0.194892302255117,-0.004183536212836,53.1864762306213,54.7194957733154,-46.7409163713455
18.4,-2.31730419339502,4.54247615937483,4.61348677282411,-9.23537935474004,-9.70616619476462,-0.103043208066827,0.147872257722811,0.148561278119554,69.2427277565002,74.2297828197479,7.84464776515961
18.5,-1.98798663748468,4.70801369916968,4.62616568681871,-9.23725872989447,-9.70445815039747,0.049437962006313,0.11995976299697,0.25765646261978,86.306756734848,84.7397565841675,-28.1373471021652
18.6,-1.65673930757054,4.8432161169748,4.65142434223257,-9.240413613213,-9.70185120222901,0.21761103891264,0.106529967799059,0.340718069488554,99.249267578125,96.8570113182068,71.9776332378387
18.7,-1.32114676741905,4.94936374238845,4.67657505163499,-9.24427559794884,-9.69875742990038,0.387760542699983,0.102609351176164,0.399856153043355,100,100,-37.91444003582
18.8,-0.974380171299894,5.03125128486447,4.6889740624627,-9.2459649039307,-9.69633934778502,0.547142447421628,0.105561605640974,0.434639293590108,100,99.698668718338,14.5681366324425
18.9,-0.608355937317296,5.08364104085976,4.67692801020299,-9.24163756097545,-9.69664788640395,0.68455796797096,0.114863216104597,0.4431774905401,100,75.2132058143616,7.96393007040024
19,-0.220598388995385,5.13090252361976,4.63020686545821,-9.22842881572131,-9.7024648598497,0.79050089016637,0.127803767379132,0.426259746890937,100,58.4191799163818,27.2806465625763
19.1,0.141227768552473,5.16553394322543,4.54480884687817,-9.20759736540136,-9.71587162428299,0.861223191630017,0.140981541458557,0.38640313531209,100,9.16084349155426,68.9168989658356
19.2,0.45241666376468,5.16413736170031,4.41977546629853,-9.18439673795385,-9.73793779415804,0.895224599039913,0.154342382792282,0.337493451663082,92.8449332714081,15.5015885829926,32.965013384819
19.3,0.737972362918963,5.12523406880292,4.25452560587958,-9.16584886196044,-9.76925995073603,0.890659278644633,0.168624815949463,0.28866076141661,100,3.04047837853432,2.81981825828552
19.4,0.961552916558496,5.08115887583182,4.04983280722574,-9.15887730000017,-9.81001390010056,0.846536475834322,0.182912413922627,0.248371410547618,55.8246791362762,-4.38963621854782,-23.0695649981499
19.5,1.21111381952712,5.01832123120666,3.81007381931601,-9.16822661832829,-9.85911807770246,0.765522600757443,0.194343662944445,0.218621759337661,58.0167710781097,-7.83455371856689,-32.6370000839233
19.6,1.44991383886243,4.90851260427277,3.54986181728999,-9.19440524569362,-9.91231861400884,0.660966615666773,0.202326920252941,0.19157165465298,5.94343580305576,-49.8683512210846,54.0229737758637
19.7,1.65051522576404,4.77455502553394,3.29020824889687,-9.23462768660099,-9.96376392504651,0.552805836525075,0.207780214492847,0.16555894207245,-24.9106928706169,-48.7116098403931,26.3780117034912
19.8,1.85434464311806,4.60847822698438,3.04190902139975,-9.28523091568768,-10.0104016488825,0.451471145678327,0.210001455425885,0.138241675000546,-85.5938494205475,-68.0620193481445,-8.96427035331726
19.9,2.03674100064575,4.43249881145263,2.8077896069324,-9.34316567254331,-10.0512864699737,0.360010013734489,0.20815624244754,0.108404003568997,-49.3040353059769,-69.3313658237457,-45.8059042692184
20,2.21581652005176,4.22949127420143,2.58495468493193,-9.40685069870579,-10.0866365628878,0.276059559072372,0.200223480952171,0.080463007630264,-9.88627672195435,-81.8954050540924,80.4205417633057
20.1,2.37996592484974,4.00003337291899,2.37100958398423,-9.47440464018299,-10.1164294124461,0.198157921056118,0.186226743033988,0.05462168592372,3.19614559412003,-3.94845008850098,6.6226452589035
20.2,2.52902013728095,3.75365945556212,2.16345386561261,-9.54397658898342,-10.1407391111106,0.124943836292288,0.168347183425957,0.028914175797113,34.2442154884338,-39.0498489141464,-3.13184261322021
20.3,2.63146845355076,3.49854754516577,1.96219915294041,-9.61342944813307,-10.1596673596702,0.057493065007267,0.144968814413713,0.00618911158034,-34.151303768158,-9.03658866882324,49.6510952711105
20.4,2.74095579473087,3.22091089950653,1.76900253118523,-9.68007788921439,-10.1732340022805,-0.001194024822997,0.114974801101618,-0.017252740700653,-46.2024539709091,-34.8665922880173,29.6275168657303
20.5,2.79896343086986,2.92947544752947,1.58130585231389,-9.74316387100202,-10.1818464599265,-0.052834439760672,0.07911336410534,-0.03878794926927,-48.8396972417831,-59.9332451820374,-35.101044178009
20.6,2.84074072035276,2.62014478999806,1.39578524705062,-9.80256389572672,-10.18596254682,-0.100138178650957,0.037501647821661,-0.051113313354994,-100,-44.2086338996887,-65.8768594264984
20.7,2.89626576716128,2.29076639075336,1.21810126126174,-9.8549044908823,-10.1860117977554,-0.13650878384539,-0.008491978121004,-0.054500165412131,-69.6091890335083,-11.627197265625,-100
20.8,2.9634088487316,1.9546782693923,1.05404399506653,-9.89735862307907,-10.1829890848432,-0.15571301153566,-0.053825076782805,-0.051710226048682,-25.9668290615082,23.8984182476997,-55.6782841682434
20.9,2.99298757148557,1.61293653347476,0.905515709307212,-9.92954823767123,-10.1782939170649,-0.156184191988242,-0.092421334876737,-0.044688378032464,-59.5370233058929,72.4902808666229,-94.0021932125092
21,2.98128156151998,1.27510198365371,0.770679869195804,-9.95295723763613,-10.1733447360972,-0.140548144304397,-0.118926264787244,-0.039512103479251,-16.4275199174881,39.4785732030869,-10.7728630304337
21.1,2.94347354987309,0.94114590044431,0.64796772769913,-9.96955602769006,-10.1693744036069,-0.111246227236578,-0.133241601758223,-0.039918445649986,19.0024524927139,76.4608144760132,-28.8761556148529
21.2,2.88273678293544,0.608434308746521,0.53731605094733,-9.98135006979038,-10.1671559542897,-0.069108317317527,-0.138314587863422,-0.043607729887432,0.149010121822357,98.6706614494324,-46.5884327888489
21.3,2.83624417028641,0.266280803555742,0.439516778817864,-9.98984120504755,-10.1668335539131,-0.013887861199876,-0.13842263136858,-0.050853727413602,43.8295036554337,68.341988325119,-34.4296634197235
21.4,2.76408186572119,-0.079462372879512,0.347813107677542,-9.99642439800642,-10.1682063592783,0.047440139453035,-0.137209046073483,-0.071328198380752,22.0999985933304,23.1761932373047,-34.9021315574646
21.5,2.65576747393421,-0.428436271280709,0.262210686600187,-10.0022566110299,-10.1708765033511,0.11479017577496,-0.134827537575541,-0.097571964852734,84.489905834198,60.745245218277,-58.2697033882141
21.6,2.55225952991479,-0.77167741982008,0.184545594453467,-10.0081001837504,-10.1744300833526,0.18997248040924,-0.129150517504983,-0.117395982456901,74.6509671211243,50.1530587673187,-64.9641156196594
21.7,2.45132243765973,-1.10654697520176,0.113129042462567,-10.0140957709961,-10.1787411056466,0.271314152311716,-0.120717998221426,-0.126309057719443,61.385303735733,49.5729923248291,-46.4572191238403
21.8,2.34442225226781,-1.43199459895671,0.044260081954137,-10.0199803121977,-10.1839278983336,0.355129908631527,-0.111057274694373,-0.124645591020386,69.0898656845093,16.6083261370659,-53.0642986297607
21.9,2.22982200039604,-1.74616729077755,-0.027595695381437,-10.0253726217959,-10.1903620944475,0.435897003519938,-0.102608073156687,-0.109809375868786,61.8796050548553,35.586804151535,-25.0775009393692
22,2.1126980206558,-2.04698715930592,-0.10955046390662,-10.0294613161832,-10.1986499180794,0.506480047364235,-0.096755946545719,-0.083710493961404,87.4520897865295,10.5385653674603,-21.990479528904
22.1,1.99409520348045,-2.34198561839148,-0.20945796174861,-10.030565605274,-10.2095761855509,0.558895313365515,-0.092974768589141,-0.050598508472343,89.3673539161682,12.9082843661308,-32.3041021823883
22.2,1.8675816856035,-2.61948973306163,-0.335631627552101,-10.0259627659911,-10.2242007418795,0.584506594097745,-0.08907952921493,-0.012829397489197,100,42.8230583667755,-22.2139447927475
22.3,1.74533076741853,-2.88256317303309,-0.493127661319328,-10.0121115458183,-10.2436055673334,0.57766792614441,-0.084406879337635,0.029401103025718,100,32.9807579517364,-15.0112271308899
22.4,1.65412888571979,-3.12374739212096,-0.684067581556706,-9.9849269822294,-10.268928832693,0.535401937946213,-0.079548890515634,0.073720196947532,100,22.3132371902466,10.1275742053986
22.5,1.5832391752319,-3.34099634677097,-0.906520492134766,-9.9411502040701,-10.301045779895,0.458777825495335,-0.074391889129867,0.117595971844759,72.563111782074,50.7061421871185,-5.9686005115509
22.6,1.53143634076599,-3.53728025490524,-1.15030398244558,-9.88109780090404,-10.3395273758661,0.357720905550284,-0.069817278163528,0.15952033949598,32.3825925588608,50.4325985908508,56.0523986816406
22.7,1.4516543101336,-3.71467611002134,-1.39952185384415,-9.80937500100739,-10.3824866561389,0.248783406993501,-0.063253217768815,0.198649697639559,7.08689987659454,82.7931106090546,23.5788136720657
22.8,1.37140215938354,-3.86878824961621,-1.6402082033612,-9.73234188345213,-10.4278110908186,0.147004132949929,-0.053000021992013,0.229346470284599,0.186577439308167,96.2408423423767,100
22.9,1.29654632620587,-3.99831252273872,-1.86723070881976,-9.65499791232516,-10.4745088729161,0.058301038813384,-0.037187500084722,0.247104576098609,-28.0984699726105,59.8079025745392,9.34596359729767
23,1.18959815921039,-4.09808819362979,-2.07884406204473,-9.58173467612434,-10.5218633065373,-0.01514344857809,-0.016619723515391,0.249462852217903,-25.5528151988983,40.3091460466385,54.234117269516
23.1,1.08873029153265,-4.18019906525588,-2.2743628484776,-9.51620405236751,-10.5689421511862,-0.072528982847136,0.008408134719769,0.232322374120254,-39.5047605037689,60.4967713356018,77.6458144187927
23.2,1.00884137571766,-4.24670480289995,-2.45415996308016,-9.46085911842344,-10.6149606993276,-0.114309999499734,0.037615729866231,0.196302870481048,-23.2482135295868,77.2185266017914,41.6993618011475
23.3,0.921966187147537,-4.29126086436092,-2.62130215314851,-9.41609828855829,-10.6600056455156,-0.14359962058972,0.068657769349415,0.143162983450084,-28.0409157276154,63.0416929721832,27.4805665016174
23.4,0.844523953779795,-4.30709769195766,-2.77634466853533,-9.38171069876107,-10.7036028786409,-0.160499391857216,0.098823582770642,0.077242467869822,-35.3585809469223,24.1910487413406,-12.0681017637253
23.5,0.796180086563243,-4.30464180174498,-2.92049234066731,-9.35645656273858,-10.7455120152278,-0.165421658495604,0.124585635350067,0.005246672466915,-39.191523194313,-13.0379199981689,-25.8573949337006
23.6,0.758626616013098,-4.28701078013291,-3.05403801739935,-9.33857771565469,-10.7851358984779,-0.157725620642893,0.141632987910439,-0.068211035220767,-21.1595520377159,17.8127259016037,-47.1715033054352
23.7,0.739238272916579,-4.25701681497585,-3.18001293696993,-9.32604774413568,-10.8225274887041,-0.139786807321895,0.149373632810583,-0.133359996436738,-9.23472344875336,-30.767086148262,-44.2178189754486
23.8,0.728892578521129,-4.20238097958804,-3.30096212529023,-9.31681496415533,-10.8576465606029,-0.113872549997424,0.148647656085304,-0.185512637749715,-28.632789850235,-1.8721342086792,-60.5900466442108
23.9,0.720438086003702,-4.12015019007159,-3.41963959979708,-9.30883828328686,-10.8905996225832,-0.082880050067244,0.142785349428515,-0.220771278055448,31.5859228372574,-50.5240201950073,-58.1645369529724
24,0.72486637509754,-4.01805914535109,-3.54181736312633,-9.29973135407762,-10.9224360712303,-0.053051936742423,0.134847815330287,-0.238356170229995,4.14023287594318,-93.6129570007324,-62.9448592662811
24.1,0.747801587831544,-3.90731483129192,-3.66804384336752,-9.28724910786843,-10.9529949667294,-0.025742057425396,0.124926420287262,-0.239443935825672,-11.2428098917007,-40.882682800293,-64.5285069942474
24.2,0.762444073967129,-3.77884299828013,-3.80003877119267,-9.26875962401151,-10.9824715786849,-0.003852483474463,0.114705726817811,-0.226722378687853,59.8739266395569,-79.2869329452515,-65.9761726856232
24.3,0.797891734013529,-3.64076897213227,-3.93890621772269,-9.2416864013686,-11.0110749752205,0.010084003815216,0.104661311310134,-0.203826801714419,5.23597896099091,-19.9202165007591,-63.725882768631
24.4,0.842213211674523,-3.48151740370418,-4.08299168691154,-9.20427325819854,-11.0386076224568,0.016184564875522,0.095237269980173,-0.172536126677538,40.9576654434204,-4.58504669368267,-70.8753705024719
24.5,0.891544020848126,-3.31451569893837,-4.23147072312964,-9.15498955445869,-11.0652341054511,0.013767378389417,0.087401882770898,-0.135703550849911,34.3200087547302,2.06611007452011,-78.412926197052
24.6,0.940298804803275,-3.14010341803739,-4.38146076768678,-9.09366704212406,-11.0909198671695,0.004563518679211,0.080962425810418,-0.094455487502762,6.29720687866211,60.2376461029053,-25.1889944076538
24.7,0.971157960522724,-2.95917067166714,-4.52972511102351,-9.02130951145556,-11.115719793562,-0.008749346572457,0.078236162386267,-0.048632697874071,29.1207522153854,53.0351340770721,19.859953224659
24.8,1.06391226742463,-2.75454218503359,-4.67387440824425,-8.93919919056244,-11.1400593526145,-0.023941004221793,0.078982830543831,-0.001036723840971,48.8833129405975,14.836323261261,-16.9563174247742
24.9,1.11050526278535,-2.5407027012362,-4.81070716739576,-8.85010941685152,-11.1640488204146,-0.037069009327206,0.079163154012377,0.040385794185383,-4.33272272348404,62.7456903457642,48.0971395969391
25,1.16397905538912,-2.32902689960663,-4.93944305485621,-8.75691750721898,-11.1875779405379,-0.045906362967846,0.076745701864751,0.069930557957791,14.2408519983292,30.7618528604507,51.6850471496582
25.1,1.19435510432819,-2.12373696137224,-5.05959277431331,-8.66336307187184,-11.2101013821981,-0.047842595101932,0.07097646540228,0.087097862676393,-13.7275457382202,12.966775894165,-1.77487879991531
25.2,1.2278584181323,-1.92667711946786,-5.17463699864657,-8.56995213093767,-11.2316879689748,-0.045424029077585,0.064422209305054,0.091636362981692,47.5975513458252,81.1335027217865,-39.9503618478775
25.3,1.23461783022045,-1.72019354772768,-5.28566636778878,-8.47854223476902,-11.2522154472865,-0.038518457783487,0.057840092167031,0.083197702176635,45.4441696405411,0.385299324989319,40.4699474573135
25.4,1.25822533385947,-1.51709461372488,-5.39535053973832,-8.389276248938,-11.2719502051504,-0.029330335621368,0.049920206646201,0.064365886154318,33.9868158102036,-13.6481285095215,13.2100194692612
25.5,1.25985899489528,-1.31771666425822,-5.50433607557108,-8.30329125802199,-11.2908245524345,-0.017804105936254,0.041057603034542,0.037811941296287,19.3136945366859,31.6960871219635,-11.5685433149338
25.6,1.25472201655744,-1.12002778846223,-5.61130195652559,-8.2225266056802,-11.3085234625775,-0.001728746036769,0.031190462172596,0.00830520495384,-7.61369168758392,-91.3610875606537,-49.0313470363617
25.7,1.25663869128706,-0.932843172759824,-5.71331903027496,-8.14904667952038,-11.3245355577284,0.022607749123989,0.016722416030899,-0.017835143813139,52.6722967624664,-62.3179495334625,-76.1544704437256
25.8,1.24750114633206,-0.766283891176055,-5.81078232362094,-8.0816256287093,-11.3387668668664,0.054347101217289,0.00030939136421,-0.036003551520027,60.0873112678528,8.19844007492065,-38.4665280580521
25.9,1.24471156568954,-0.608726583977974,-5.90625773004339,-8.01707064300253,-11.3516323125162,0.089667985191488,-0.013277117029398,-0.04396946994022,64.5858526229858,6.3053622841835,-21.3404700160027
26,1.23051461741015,-0.453399958671419,-6.00321789816938,-7.95129576514058,-11.3639544110773,0.123381691707557,-0.021665827608302,-0.044377062164091,96.2999165058136,-33.4029406309128,-4.76371496915817
26.1,1.20722163336501,-0.312635279349938,-6.10652359026177,-7.87921418238809,-11.3769659154516,0.148468912789769,-0.023407360602208,-0.040368117253723,87.9156649112701,39.1935974359512,-71.9166874885559
26.2,1.17169710670224,-0.175733210705164,-6.221160457488,-7.79556905680586,-11.3922925145851,0.157589982176422,-0.017777189306995,-0.032767091714154,68.9996302127838,12.7892553806305,6.83106929063797
26.3,1.13897990157635,-0.03997087927296,-6.35109110861273,-7.69551479576997,-11.4117634354322,0.14435582905142,-0.010054862340542,-0.026252351537852,82.0971429347992,47.5743532180786,31.4508497714996
26.4,1.08543817651807,0.081720132637861,-6.4960665681264,-7.57770058033625,-11.4362721879034,0.107867804626471,-0.005068026209833,-0.020145520555844,18.5277238488197,8.4397092461586,-13.1799608469009
26.5,1.02586956550688,0.194671683889876,-6.65216412647187,-7.44419903522882,-11.4651938356185,0.052373836687222,-0.005350736085142,-0.015057702416446,-18.8909396529198,-39.3862366676331,-20.6375062465668
26.6,0.942886916396958,0.274469216754142,-6.80909702831496,-7.30341447275336,-11.495788954775,-0.008720582024422,-0.011654455266708,-0.010838877998192,-35.7417583465576,-25.6831228733063,-87.8588736057282
26.7,0.86137117843194,0.331169997338066,-6.96172097029245,-7.15997369637183,-11.5259604248365,-0.068376003058208,-0.023298478996664,-0.00545066517508,-88.4388983249664,-1.61409676074982,-13.2367640733719
26.8,0.778269384422011,0.393905829134559,-7.11119461279001,-7.01257958291071,-11.5549703779885,-0.128298533247986,-0.041442696779451,-0.002352027509354,-51.692271232605,-80.9633851051331,-4.91423085331917
26.9,0.665655528165901,0.422227472116191,-7.25763419828644,-6.86147365223817,-11.5817771467137,-0.188295115272912,-0.068894233595731,-0.002844383971494,-69.3814694881439,-63.9219522476196,36.5942418575287
27,0.5264269082737,0.414948063062393,-7.39996022154275,-6.70889042855161,-11.6051012307206,-0.245787669687603,-0.104602139817516,-0.002466010702803,-71.4383482933044,-7.26760625839233,41.0256385803223
27.1,0.387785984002827,0.425430014541983,-7.53508414653311,-6.55882743484694,-11.6239962776883,-0.295521222874432,-0.146620797136213,-0.001050362490759,-59.2975676059723,-35.0702464580536,-42.9185748100281
27.2,0.250564809634001,0.394576273423667,-7.65902658065312,-6.41598645306272,-11.6382115794898,-0.331249656260299,-0.192059933268954,0.004551906234731,-87.7573072910309,9.71007198095322,-40.857344865799
27.3,0.134531584018097,0.360917507294091,-7.76648852537253,-6.28685849558867,-11.6481482406873,-0.34489097442268,-0.229842979642146,0.012444991388443,-81.5342605113983,76.809573173523,16.6673555970192
27.4,-0.032046265511482,0.348386141775243,-7.85354852648167,-6.17739341928171,-11.655082511812,-0.330215528663812,-0.249439033776151,0.021076448605302,-71.4232444763184,87.9656672477722,-45.6052511930466
27.5,-0.192606640803563,0.322956759002905,-7.91849361423158,-6.09218640802045,-11.6602317262041,-0.283547445135025,-0.248072292192226,0.038661628197435,-90.7099843025208,95.0029015541077,-86.8222594261169
27.6,-0.338355273609354,0.278571115963434,-7.96256458113357,-6.03166880138851,-11.664207851994,-0.205739360757226,-0.230108537250818,0.064258450895024,20.7058608531952,100,-42.8821802139282
27.7,-0.510243296735851,0.218489792235281,-7.99456944209816,-5.98426204200427,-11.6679232160453,-0.110976093804098,-0.205248010587125,0.084943277487943,73.5311985015869,100,-20.0382053852081
27.8,-0.689064886815778,0.143302301560604,-8.02205877048465,-5.93982831040157,-11.6721836408,-0.011566665759391,-0.179957039435694,0.100830553092783,66.3733124732971,89.18816447258,1.49035602807999
27.9,-0.866452681441067,0.058076516541324,-8.04772167148001,-5.89510544548639,-11.6773189643223,0.088333656767516,-0.155569775419325,0.113333279338525,89.5422101020813,71.3117659091949,-10.6347963213921
28,-1.03470710096345,-0.034343716132521,-8.07492917874468,-5.84457937139606,-11.6841257415693,0.182263690658997,-0.131373464825429,0.120246233019096,86.1129224300385,97.9118466377258,12.6134470105171
28.1,-1.20366866420973,-0.130525847035185,-8.10689429844937,-5.78246711295228,-11.6937866662415,0.263504036673805,-0.106901627210617,0.116876345824051,82.9345345497131,95.8507239818573,-16.3773313164711
28.2,-1.37582649889423,-0.229670281224157,-8.14629815009597,-5.70455067462263,-11.7076322812775,0.326827332858699,-0.082665920605186,0.107943656320985,92.683082818985,92.664110660553,13.8744056224823
28.3,-1.55846038169544,-0.32944686165084,-8.19603451027322,-5.6066918814443,-11.727310841663,0.366883085551318,-0.058411304006294,0.098667826013188,59.7194075584412,69.0891742706299,2.72944029420614
28.4,-1.71903666954652,-0.429862076544395,-8.25710607604345,-5.4881537667136,-11.7539923461971,0.382208825739358,-0.033624195970736,0.091641656253282,63.9353573322296,75.361955165863,18.4978783130646
28.5,-1.87598842539097,-0.52975083540889,-8.32871934358111,-5.35075157823066,-11.7882525433764,0.374535611409603,-0.007556464184717,0.082855522303186,34.874215722084,40.7938480377197,13.8059765100479
28.6,-2.03109738223245,-0.619379765666759,-8.40903223339912,-5.19850471152901,-11.8299089438283,0.348164417618638,0.019509940994161,0.073252487002747,30.9119671583176,93.8843309879303,-20.9737598896027
28.7,-2.16867072638109,-0.693990901931769,-8.49490898097035,-5.03764850430708,-11.8775861865367,0.310233201410607,0.044418588980069,0.061653327321358,24.4689583778381,1.67098194360733,39.0029788017273
28.8,-2.31672270414226,-0.787326176094343,-8.58170589257636,-4.87692329458159,-11.9280513970225,0.271218040442764,0.064404672217585,0.049465990485888,-52.8303384780884,18.4477150440216,-24.207928776741
