time,hat{D_{u}},hat{D_{v}},hat{D_{w}},hat{D_{q}},hat{D_{r}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
33.3,3.43450939720149,2.4433488917024,1.34223200977039,5.3962454623651,-1.96766625922075,-9.81055002834732,1.82238366995979,-13.1768520525216,-0.000725280266846,0.018328464453557,-0.013621855037598,-2.75494903326035,-3.59726771712303,-12.4925315380096
33.4,3.55319525489937,2.51176639915234,1.34982631442976,5.34521919097398,-1.4953127924364,-9.78450187730087,1.96842794213674,-13.2015502233449,0.000722751974477,0.01523287592861,-0.01201327784884,27.8653532266617,25.2947330474854,7.53128901124001
33.5,3.72551312271046,2.55350500602198,1.33110573453536,5.05542029106664,-0.937808847807944,-9.75585477763016,2.11390193734496,-13.2257894274763,0.002332529239513,0.011533195875228,-0.009156389468884,32.3963582515717,7.63889998197556,11.0880710184574
33.6,3.73778033241658,2.58768478479729,1.30650408688331,4.47072494545092,-0.226271365767576,-9.72417434952528,2.2600931116618,-13.2497766635477,0.002677984711653,0.007494323577081,-0.00531241310271,54.5754551887512,-10.3313572704792,13.2494568824768
33.7,3.71060104887002,2.6254360925132,1.26354007250556,4.28305355415182,0.347485923438041,-9.6897337705718,2.40535011374876,-13.2732402325138,0.003387584488383,0.0028447730322,-0.001585399418221,48.3457237482071,43.8230901956558,-19.5525676012039
33.8,3.95200465374468,2.62994071883202,1.21998563121102,3.64260388200425,1.05353579325302,-9.65252228825248,2.54971293077014,-13.2962288804752,0.00435100142498,-0.000838427594849,0.002057839599634,82.3129594326019,-13.1124287843704,27.03597843647
33.9,4.0780121610053,2.61492424245134,1.16995470936835,3.46738945772395,1.79119195037527,-9.61250947008742,2.69362366313693,-13.3189469098017,0.005050651147058,-0.004531753456241,0.005903885038271,29.5571178197861,-10.1980209350586,12.0204441249371
34,4.43105397572776,2.59780518353857,1.11866043330922,3.05477995127756,2.23292189996485,-9.57005079955419,2.83617307192357,-13.3413241652866,0.006405132209926,-0.008194907488474,0.00983890912214,5.5959265679121,-18.6131179332733,25.5068182945251
34.1,4.54120358054607,2.5547650808978,1.05515155594242,2.81964816360261,2.7806503535391,-9.52502957205501,2.97792655578209,-13.3635271230273,0.007770373232358,-0.011332353964483,0.014005015304796,8.04150775074959,49.3814766407013,14.2352655529976
34.2,4.47253056766881,2.50384599727209,0.972535565421031,2.17103596890128,3.32175013854867,-9.4776541095412,3.11842941069394,-13.3855705638112,0.009586240140568,-0.014474486640342,0.017040536214225,77.1855413913727,13.7786403298378,-2.18492168933153
34.3,4.98976462664175,2.43766059188687,0.887958386596537,1.49233647562296,3.79311191626996,-9.42781133350132,3.25838918111611,-13.4075957844767,0.011088705346049,-0.017462055195616,0.019630995854878,46.4705735445023,52.1178483963013,11.3502457737923
34.4,4.87575700913498,2.36732682155097,0.807223198774893,1.38805457291667,4.39122067562921,-9.37574477931655,3.39758661665902,-13.4296255131235,0.012519573049072,-0.019707978515551,0.021110570011939,71.1814522743225,36.696383357048,-0.587028963491321
34.5,5.08025513488146,2.27939611604795,0.710177398326203,0.962281254916327,4.59805041285135,-9.32119686661241,3.53697279368102,-13.451895256484,0.01283706663594,-0.021232088694394,0.020644857172071,7.61279538273811,9.85568985342979,29.7342509031296
