time,hat{D_{u}},u,e_{u},tau_{u}
14.4,4.30617568901032,2.52325373919507,-0.023253739195069,29.4114768505096
14.5,4.693053106744,2.52478412433331,-0.024784124333312,26.8958389759064
14.6,5.03766424068972,2.52696591525474,-0.026965915254742,26.0706841945648
14.7,5.33189233879391,2.52932063995048,-0.029320639950478,27.205428481102
14.8,5.51328540333891,2.52988338797914,-0.029883387979143,26.9555568695068
14.9,5.61922237553546,2.53082162624109,-0.030821626241095,26.64754986763
15,5.68794767415814,2.53089399590327,-0.030893995903274,25.2029091119766
15.1,5.64350191251713,2.53082854722762,-0.030828547227622,25.9809136390686
15.2,5.52614429003286,2.53043795495149,-0.030437954951494,25.5189806222916
15.3,5.3341016142272,2.52880021373496,-0.028800213734956,26.9401639699936
15.4,5.09213000686533,2.52715572946149,-0.027155729461491,28.2400131225586
15.5,4.79761167896063,2.52520979484668,-0.025209794846682,28.886616230011
15.6,4.37941403484408,2.52277767233401,-0.022777672334006,28.560882806778
15.7,3.95747696968893,2.52026799778653,-0.02026799778653,29.1575700044632
15.8,3.40186955458821,2.51705561829416,-0.017055618294156,28.8541942834854
15.9,2.86941937528403,2.51420120287883,-0.014201202878835,30.0703018903732
16,2.30686350087127,2.51106090955788,-0.011060909557879,32.1050465106964
16.1,1.62217892950608,2.50812994965396,-0.00812994965396,31.1432301998138
16.2,0.959509835381558,2.50384054214108,-0.003840542141079,32.1689784526825
16.3,0.324187214964871,2.5003648346143,-0.0003648346143,30.8468103408813
16.4,-0.382323268154611,2.49666397040942,0.00333602959058,35.5187356472015
16.5,-1.0912354559502,2.49300867412273,0.006991325877265,35.2110683917999
16.6,-1.77555148983398,2.4884940129222,0.0115059870778,37.7606809139252
16.7,-2.50001547186209,2.48530788191805,0.014692118081946,38.4306997060776
16.8,-3.1457654234841,2.48153378947883,0.018466210521168,37.0821177959442
16.9,-3.75261053719375,2.47791487690632,0.022085123093684,40.6382471323013
17,-4.41081174105539,2.47541295525523,0.024587044744775,41.8165415525436
17.1,-4.94551782666149,2.47206266377463,0.027937336225369,41.7385309934616
17.2,-5.45912897244671,2.46916825292772,0.030831747072278,38.8751745223999
17.3,-5.95967343416071,2.46729556213444,0.032704437865558,43.0738180875778
17.4,-6.37850400162372,2.46588826001539,0.034111739984606,43.2439118623734
17.5,-6.7392984539025,2.46326227293909,0.036737727060911,41.3723826408386
17.6,-7.00502061429257,2.46176630621323,0.038233693786768,42.6191478967667
17.7,-7.22265514709051,2.46092810670112,0.039071893298883,45.9628731012344
17.8,-7.37285794879445,2.45987932977988,0.040120670220116,43.9017117023468
17.9,-7.46410100615678,2.4599227445572,0.0400772554428,41.4812415838242
18,-7.45413458635288,2.46029807701633,0.03970192298367,44.0400213003159
