time,desired_D_v,hat{D_{v}},desired_D_r,hat{D_{r}},desired_psi,psi,e_{psi},tau_{r}
19.3,0.662750711644703,0.656492411649802,-4.62768096100043,-4.20753708250613,2.0943951023932,2.09803536031705,-0.003640257923854,4.52524078219921
19.4,0.94716857995519,0.943094183284857,-5.25289499568342,-4.95369416776996,2.0943951023932,2.09779053519297,-0.003395432799771,4.74037338163655
19.5,1.21539668466561,1.21338520013567,-5.85869040687986,-5.51978309598949,2.0943951023932,2.09753951537362,-0.003144412980426,4.25125152764108
19.6,1.46637016034287,1.46577716600733,-6.43381977770458,-6.10775713096192,2.0943951023932,2.09743601864148,-0.00304091624828,4.53652318785718
19.7,1.69917541536712,1.69574476942289,-6.96698597178479,-6.64637886105929,2.0943951023932,2.09740393770387,-0.003008835310678,3.41075748323355
19.8,1.91305390993497,1.91224602352534,-7.44710754134067,-7.19432733252162,2.0943951023932,2.09718722866621,-0.002792126273012,10.17981874987
19.9,2.10740466673495,2.10843803751887,-7.8635854747889,-7.63535596495094,2.0943951023932,2.09720288602936,-0.002807783636163,12.0989011979622
20,2.28178550814919,2.28071200378728,-8.20656459018931,-8.02977895034748,1.5707963267949,2.09753677965483,-0.526740452859932,10.2246093530794
20.1,2.43591302412426,2.13392231291985,-8.46718295542747,-8.05264667740628,1.5707963267949,2.06876850817816,-0.497972181383262,-91.9473533225937
20.2,2.5696612850408,2.32941475158682,-8.63780295938943,-8.19328343302032,1.5707963267949,1.99897241699177,-0.428176090196871,-79.8128851708768
20.3,2.68305932391578,2.62246332133095,-8.71221806491996,-8.36308437422517,1.5707963267949,1.91395905395155,-0.343162727156657,-69.2919330017209
20.4,2.77628742201084,2.81193396871635,-8.685829834269,-8.58846488675969,1.5707963267949,1.83124081761311,-0.260444490818213,-49.7404318741809
20.5,2.84967224131916,2.91394876704866,-8.55579051729999,-8.53444882071011,1.5707963267949,1.7564758681286,-0.185679541333707,-34.3152021583319
20.6,2.90368085638615,3.021717561304,-8.32110731464708,-8.3604075442113,1.5707963267949,1.69436228509602,-0.123565958301124,-9.56520806448087
20.7,2.93891374641513,3.04217057124521,-7.98270535180899,-8.2231344146266,1.5707963267949,1.64972239825959,-0.078926071464694,-3.78874377779818
20.8,2.9560968165524,3.03991490451989,-7.5434474027652,-7.83301731796076,1.5707963267949,1.61802084758447,-0.047224520789571,3.71661475152781
20.9,2.95607252457364,3.03464732102143,-7.0081094579583,-7.35188870733912,1.5707963267949,1.59671155351268,-0.02591522671778,11.9973406106823
21,2.93979019585011,3.00297675106594,-6.38331231486055,-6.813514489591,1.5707963267949,1.58437143247994,-0.01357510568504,4.15559473997342
21.1,2.90829561540755,2.94968347483671,-5.67741045255184,-6.20158988395151,1.5707963267949,1.5783606660338,-0.007564339238906,5.67965771415647
21.2,2.86271999105781,2.88654966788299,-4.90034050746012,-5.43206645146436,1.5707963267949,1.57584345471366,-0.005047127918761,7.78684219316072
21.3,2.80426838594642,2.81380593525794,-4.06343266898471,-4.58537256418926,1.5707963267949,1.57498841159692,-0.004192084802026,10.2605200380014
21.4,2.73420772238529,2.73854631265414,-3.17918923580275,-3.73013958183946,1.5707963267949,1.57465839086897,-0.003862064074075,1.9118453174633
21.5,2.65385446150594,2.65598165333286,-2.2610353928902,-2.83467473336582,1.5707963267949,1.57453262526207,-0.003736298467178,7.23920801528816
21.6,2.56456206505658,2.56616087610949,-1.32304796488516,-1.93070522201011,1.5707963267949,1.57447444888604,-0.003678122091144,-3.15973260748437
21.7,2.46770834656673,2.46770855812146,-0.379668455699331,-0.974998814450883,1.5707963267949,1.57434410319679,-0.003547776401889,3.3665387010447
21.8,2.36468281911285,2.36438847484403,0.554592916885907,-0.060195014052203,1.5707963267949,1.57455962269671,-0.003763295901815,-4.99514424783725
21.9,2.25687414604289,2.25637307650083,1.46545524973424,0.882774029355254,1.5707963267949,1.57462165937787,-0.003825332582978,2.64116619111994
22,2.145657799268,2.14556218769176,2.33916004260618,1.80048543238442,1.5707963267949,1.57477385534411,-0.003977528549211,-1.04932218068641
22.1,2.03238402712541,2.03095893124013,3.16275245470917,2.63222483953161,1.5707963267949,1.5748700053532,-0.004073678558302,-6.78856102784796
22.2,1.91836623038367,1.91705341350184,3.92434412077371,3.42978163184898,1.5707963267949,1.57470036701475,-0.003904040219852,-4.86726442845838
22.3,1.80486984073272,1.80408248515074,4.61335136429489,4.24875315646424,1.5707963267949,1.57442891999273,-0.003632593197838,-6.40558597068086
22.4,1.69310179111529,1.69276090890049,5.22070324461537,4.86278570247045,1.5707963267949,1.57422081067819,-0.003424483883291,-6.2801012675201
22.5,1.58420066155928,1.58306656368935,5.73901461120956,5.38653014262609,1.5707963267949,1.57398165025727,-0.003185323462378,-7.42122447153024
22.6,1.4792275778123,1.47967347850643,6.1627201944059,5.87370110614871,1.5707963267949,1.57385159117606,-0.003055264381166,-8.54674516184901
22.7,1.37915793311715,1.38032768876925,6.48816671539194,6.26903776506617,1.5707963267949,1.57398755454337,-0.003191227748477,-1.82533417324259
22.8,1.28487399596015,1.28608132993833,6.71366102575759,6.58585710786393,1.5707963267949,1.57408216475794,-0.003285837963045,-5.60847318135312
22.9,1.19715845863934,1.19568124541336,6.8394733622572,6.77580944080334,1.5707963267949,1.57409023786818,-0.00329391107328,-9.43078118194322
23,1.1166889731036,1.11774231103567,6.86779589892156,6.88159645761327,1.5707963267949,1.57408391401586,-0.003287587220961,-5.2183513831623
23.1,1.04403371178102,1.04339475589089,6.80265786861313,6.85400517224062,1.5707963267949,1.57413669518226,-0.00334036838736,-4.66355571089971
23.2,0.979647982116975,0.97631238839089,6.64979958225892,6.77431765928747,1.5707963267949,1.57404284690825,-0.003246520113354,-8.31349901839974
23.3,0.923871914357811,0.928949629048617,6.41650866985198,6.58094800216497,1.5707963267949,1.57394999407039,-0.003153667275491,-2.87630438012422
23.4,0.876929232821158,0.880514310398905,6.11142277796294,6.31999806534207,1.5707963267949,1.57395168883838,-0.003155362043481,-9.32695665429986
23.5,0.838927111566704,0.836160120082574,5.74430376119895,5.93955877188143,1.5707963267949,1.57394606307192,-0.003149736277019,-1.73998239401278
23.6,0.80985710610047,0.804463233551293,5.3257890797907,5.5879203482204,1.5707963267949,1.57401020955269,-0.00321388275779,-3.8407247393065
23.7,0.789597143587712,0.78502267003504,4.86712664553409,5.12964664903567,1.5707963267949,1.57409661963111,-0.003300292836213,-1.85721120742247
23.8,0.777914545091202,0.776776801480295,4.37989973059852,4.66018819913876,1.5707963267949,1.57409922792276,-0.003302901127863,-7.93992893502724
23.9,0.774470044666289,0.77801293196153,3.87574875917951,4.18577854057692,1.5707963267949,1.5741221576361,-0.003325830841206,-5.23147264962934
24,0.778822761803683,0.783817408749127,3.36609683580005,3.62404583464476,1.5707963267949,1.57415180207946,-0.003355475284559,-5.15304560284229
24.1,0.790436075783276,0.794119849032076,2.86188572578256,3.11462777218616,1.5707963267949,1.57407392587693,-0.00327759908203,-2.73571848421192
24.2,0.808684343052419,0.805763905038885,2.37332869692059,2.58485176101134,1.5707963267949,1.57418426491132,-0.003387938116428,-3.6868952630441
24.3,0.83286039183005,0.827401918316766,1.90968616482898,2.21693004497289,1.5707963267949,1.57417306085676,-0.003376734061864,-2.55416399815082
24.4,0.862183721819665,0.860408386045777,1.47906947005199,1.72741906538844,1.5707963267949,1.57405028058951,-0.003253953794612,-0.376714112313983
24.5,0.895809331239902,0.89488478092697,1.08827736869947,1.28935464617132,1.5707963267949,1.57396795262398,-0.00317162582908,1.02491452399374
24.6,0.93283708839616,0.937205011671094,0.742668959429903,0.956624775659733,1.5707963267949,1.57391673779194,-0.003120410997038,-4.44540198100775
24.7,0.972321560759564,0.975560988773823,0.446075820106239,0.649311506315,1.5707963267949,1.57391977215647,-0.003123445361576,1.00917916639256
24.8,1.01328221102313,1.01116943308918,0.200755111782823,0.367878869771457,1.5707963267949,1.57391216391833,-0.003115837123436,-7.6775071477885
24.9,1.05471386689574,1.05216067560838,0.007384351851892,0.09811435895176,1.5707963267949,1.57388828737051,-0.003091960575611,-0.257940418777478
25,1.09559736949214,1.08973713091465,-0.134902510822124,-0.047997468675352,1.5707963267949,1.57394320114472,-0.003146874349824,0.20936668344108
25.1,1.13491030409408,1.13014439466425,-0.228439140840111,-0.169342392081997,1.5707963267949,1.57405041338874,-0.003254086593846,3.36436928152539
25.2,1.17163771680059,1.16907993800585,-0.276913417234724,-0.299834360914987,1.5707963267949,1.5742075063378,-0.003411179542908,0.283635634544056
25.3,1.20478272115216,1.20526517438759,-0.28521997354275,-0.290311737213832,1.5707963267949,1.57412389305326,-0.003327566258363,0.662004998181564
25.4,1.23337690019749,1.23916848216204,-0.259282916362609,-0.282950257891307,1.5707963267949,1.57406971803487,-0.003273391239978,-2.82907418347012
25.5,1.25649041165671,1.25162567268749,-0.205853705580139,-0.25629401556192,1.5707963267949,1.57408178417186,-0.00328545737696,-2.33601946034493
25.6,1.27324170680084,1.26696410165622,-0.132289791982045,-0.201623591123433,1.5707963267949,1.57401185588324,-0.003215529088339,-2.35520537710348
25.7,1.28280677738575,1.28511699176196,-0.046320073862394,-0.08198394590284,1.5707963267949,1.57388169245627,-0.003085365661375,2.43116132133867
25.8,1.28442784941544,1.2892753136007,0.044196458141091,0.00675373340494,1.5707963267949,1.57383581322476,-0.003039486429867,-1.65097747559196
25.9,1.27742144762458,1.28131759651676,0.131512376901727,0.058114367552909,1.5707963267949,1.57391331018324,-0.00311698338834,-9.38616751415363
26,1.26118576031817,1.26332251868803,0.208227291491364,0.149946636893964,1.5707963267949,1.57381821787454,-0.003021891079643,0.885745905897403
26.1,1.23520724053599,1.23427449686392,0.267510848062009,0.221878146308333,1.5707963267949,1.5738446680295,-0.003048341234603,3.94541188560161
26.2,1.19906638636559,1.19633738025245,0.303307328127569,0.302889420561599,1.5707963267949,1.57392339817485,-0.003127071379949,-2.91040096329908
26.3,1.15244265055079,1.14638086541172,0.31051642438096,0.314380184248519,1.5707963267949,1.57395142386361,-0.003155097068716,6.31542955295699
26.4,1.09511843726847,1.08947145060723,0.285145424735184,0.27689933417747,1.5707963267949,1.57383554693317,-0.003039220138275,-0.895049326256013
26.5,1.02698215200894,1.02422099579549,0.224428808422775,0.302372548938364,1.5707963267949,1.5737832975221,-0.002986970727201,-3.51688531434593
26.6,0.948030278824813,0.944408997495117,0.126912133561435,0.150226219340694,1.5707963267949,1.57389869783284,-0.003102371037946,0.93609376366483
26.7,0.858368467738257,0.855966763070098,-0.007501949183536,0.092813085214023,1.5707963267949,1.57401956866777,-0.003223241872872,1.87524176071512
26.8,0.75821162374421,0.759727274742973,-0.177546712143157,-0.093947788099083,1.5707963267949,1.57398786182787,-0.003191535032971,0.074390782373282
26.9,0.647882997544141,0.649026780970089,-0.380623511985654,-0.249141854694869,1.5707963267949,1.5739431696234,-0.003146842828502,-3.60763591761253
27,0.527812286816556,0.528992544843456,-0.612872173000083,-0.517261940649055,1.5707963267949,1.57398434873213,-0.003188021937235,-0.389402564951874
27.1,0.398532765403886,0.398119393050073,-0.869277653233218,-0.775848575232387,1.5707963267949,1.57403874216547,-0.003242415370573,-1.18705717444622
27.2,0.260677466197695,0.262580323165547,-1.14381009064129,-1.0139244025956,1.5707963267949,1.57416358194455,-0.003367255149656,2.84784886747702
27.3,0.114974451664581,0.115542437310136,-1.42959443909423,-1.25721358711309,1.5707963267949,1.57442778972034,-0.003631462925447,2.78374888951367
27.4,-0.037758786194997,-0.036611135891708,-1.71910511613115,-1.55036945357429,1.5707963267949,1.57462858693623,-0.003832260141333,-1.66221100375546
27.5,-0.196621747189357,-0.194621194715864,-2.00438041620556,-1.84779381482803,1.5707963267949,1.57478630817084,-0.003989981375945,6.09792089193069
27.6,-0.360638109279743,-0.362316966943136,-2.27725091207989,-2.12446733478675,1.5707963267949,1.57489286368129,-0.004096536886397,4.29799913529525
27.7,-0.528763617089439,-0.528631523766815,-2.52957568680123,-2.37117208183191,1.5707963267949,1.57482425160363,-0.004027924808734,2.23637126494578
27.8,-0.699894603756818,-0.700060168225482,-2.75348001919656,-2.57773394485025,1.5707963267949,1.5747301476797,-0.003933820884802,0.794225323694038
27.9,-0.872877071928591,-0.871440047339196,-2.94158809280773,-2.82615347088432,1.5707963267949,1.57463673533115,-0.003840408536258,0.818565844307901
28,-1.04651625495286,-1.04686744466468,-3.08724441309971,-2.97757330599975,1.5707963267949,1.57448886385457,-0.003692537059676,2.59734503242921
28.1,-1.21958657528001,-1.22209756476995,-3.18471789774919,-3.1042981503048,1.5707963267949,1.57406659949652,-0.003270272701626,3.73917064457024
28.2,-1.39084191374579,-1.3878601348634,-3.22938304273129,-3.14728117364967,1.5707963267949,1.5737753569349,-0.002979030139999,6.24767600375736
28.3,-1.55902610082208,-1.55908915834696,-3.2178731515791,-3.23726590063636,1.5707963267949,1.57350402460692,-0.002707697812027,1.01430210557048
28.4,-1.72288353909759,-1.71998042201685,-3.14820133161746,-3.25904435579796,1.5707963267949,1.57337479032881,-0.002578463533912,-0.007182517003825
28.5,-1.88116986520622,-1.88089975688936,-3.01984579079423,-3.09059079178768,1.5707963267949,1.57357851894867,-0.00278219215377,1.1982753817101
28.6,-2.03266255916383,-2.0307267315728,-2.83379689064506,-2.98807525171191,1.5707963267949,1.57382410389021,-0.003027777095316,8.28091629876048
28.7,-2.17617140960387,-2.17502705160094,-2.59256440124363,-2.76116861184696,1.5707963267949,1.57407023638694,-0.003273909592046,6.34198581954102
28.8,-2.31054874471426,-2.31272514000397,-2.30014443724389,-2.49829039849354,1.5707963267949,1.57422600443604,-0.003429677641139,5.93548015631748
28.9,-2.43469934075801,-2.43366830901219,-1.96194660372649,-2.15715953911254,1.5707963267949,1.57436927390934,-0.003572947114445,-1.94298735057405
29,-2.54758992289108,-2.54774587142621,-1.58468291948558,-1.79137689448499,1.5707963267949,1.57454305389571,-0.003746727100817,2.01497072740995
29.1,-2.64825817654578,-2.643016737424,-1.17622108685492,-1.44844708683184,1.5707963267949,1.57478444197955,-0.003988115184652,-1.63097193745681
29.2,-2.73582119189653,-2.73898786510159,-0.7454056153277,-1.04573319454324,1.5707963267949,1.57501550447174,-0.004219177676839,3.63045322497022
29.3,-2.8094832688293,-2.81444618468752,-0.301851156828879,-0.581639545056555,1.5707963267949,1.57506104452174,-0.004264717726843,4.4813110549185
29.4,-2.86854301535357,-2.87412679219602,0.144286848472365,-0.173324290194006,1.5707963267949,1.57496153090986,-0.004165204114968,3.2233895170469
29.5,-2.91239967847877,-2.91300256931383,0.582558504704809,0.297399101524157,1.5707963267949,1.57487808981082,-0.004081763015924,-3.64368358042697
29.6,-2.94055865317338,-2.93426509919758,1.00247659263604,0.695424987070924,1.5707963267949,1.57479930982624,-0.004002983031341,0.763572757995957
29.7,-2.95263612207655,-2.95703035681943,1.39377801283549,1.13185943504813,1.5707963267949,1.57481824946139,-0.004021922666496,2.10832914868352
29.8,-2.94836278607996,-2.9512451827218,1.74668290554807,1.52873541818386,1.5707963267949,1.5748847051509,-0.004088378356006,-4.48095421896702
29.9,-2.9275866536766,-2.93105023116303,2.05214483735143,1.86788607625305,1.5707963267949,1.57485925866271,-0.004062931867809,-5.95712010053932
