time,hat{D_{u}},hat{D_{q}},hat{D_{r}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
4.6,3.5710112599397,6.47411556744789,2.4102906563123,-2.07182211540556,12.6894783138673,-1.3453631130024,9.9106135006583,-0.183156457827567,-0.284263850866162,23.2246279716492,75.440114736557,-57.9485416412354
4.7,3.51471919443581,6.55289579616559,2.86348516378442,-1.7821023246546,12.633952185645,-1.4281915417242,9.76934540098551,-0.166812473047143,-0.249683336070436,100,62.1338844299316,-76.1443197727203
4.8,3.72733214893947,6.48133633029201,2.86254153507814,-1.49183057882384,12.5263277569618,-1.52549232985503,9.59773430458006,-0.14890774432973,-0.206721963955689,60.4538798332214,55.9313654899597,-47.2575783729553
4.9,3.85208276174999,6.45681155177149,3.20041404428641,-1.19958469972044,12.3851747382425,-1.63817618888226,9.40216136750851,-0.129552364841426,-0.154848321227656,40.3777688741684,63.3259356021881,-56.7246019840241
5,4.02036071956637,6.08061888295658,3.43077173177497,-0.906573353021189,12.2203220385927,-1.76393369008263,9.18884563819351,-0.10980805718388,-0.098179660212815,100,69.2057132720947,-54.5695841312408
5.1,4.0808464662719,6.50264122115152,3.64121312963902,-0.615270289208388,12.0306854230747,-1.90024384052725,8.96001532523752,-0.090591691646008,-0.039546451124655,51.2994587421417,71.3838756084442,-66.1710619926453
5.2,4.27995525688378,6.21413299000876,3.7691554336374,-0.322881798374839,11.8264896460621,-2.04625535315851,8.7187316078976,-0.071959307025169,0.018672715804622,73.0481028556824,72.9953587055206,-38.966429233551
5.3,3.64064918280501,5.86139740440234,4.39215868145055,-0.021033040398611,11.6293962651651,-2.1961699168919,8.47169738336513,-0.05371185129671,0.070919768552433,79.9240648746491,71.5291917324066,-41.8869078159332
5.4,4.00314221570916,5.63385830729592,4.91376337870522,0.277457051625196,11.4272373608909,-2.34776419428561,8.22367664315761,-0.035610492061676,0.114586582892107,49.8162180185318,69.5782423019409,-47.0951676368713
5.5,3.52735447067079,5.08383743824394,5.2771106247481,0.565007578835024,11.2117873109998,-2.50239261881136,7.97570428328186,-0.017471368241582,0.153874459048036,76.7605781555176,70.7608997821808,3.43344211578369
5.6,3.62222430277606,4.74279751221215,5.57150449391977,0.841190140407614,10.9862128894511,-2.6632137585508,7.72826116110004,0.00070518965156,0.189416145215451,82.1498870849609,68.3516979217529,-31.3523203134537
5.7,3.54157876684144,4.48658479351314,5.95681195294395,1.10470062012956,10.7506742092537,-2.83022242952407,7.48247946354376,0.019012676015899,0.220277769450037,50.231671333313,67.5639271736145,5.44293820858002
5.8,3.26589866598219,3.90210532245418,6.28039970758243,1.33651080338555,10.4909702511022,-3.00592094464431,7.2450347700184,0.037643925324273,0.249952329864038,100,67.2133266925812,-39.1869217157364
5.9,2.86111056717976,3.56982894565693,6.13735983521745,1.53954437913535,10.2128819945592,-3.19125755661682,7.01700515500762,0.05625505689971,0.280285472836612,89.5516395568848,72.3235547542572,-23.8906756043434
6,2.89897954230144,3.20736837188788,6.28091154048675,1.73400876301142,9.9343446625512,-3.38524387805477,6.79281900484429,0.07594516584919,0.301695705435472,100,66.8049275875092,81.7156851291657
6.1,2.59100842556893,2.74739128964325,6.62560604127252,1.92549463757117,9.65712051427586,-3.58405798855357,6.57091305018781,0.096703209303148,0.315279226567105,100,74.4284570217133,0.609016418457031
6.2,2.49228948666189,2.24248800126638,6.75408161857853,2.11709505700199,9.38162009752746,-3.78509378924121,6.35026905194639,0.110032680432025,0.323085381263965,98.6029207706451,75.7071137428284,0.061739608645439
6.3,2.37258429619009,2.16908926923725,6.6338022594573,2.32854833338094,9.12143804929625,-3.98445882982237,6.12261887364274,0.124459234656256,0.318287533615705,96.3317692279816,81.6915273666382,51.0539710521698
6.4,1.98561352341768,1.74816390095776,6.9925838226679,2.57141317564478,8.88567458961917,-4.17951549077188,5.8828979879208,0.140730182512233,0.298667253834911,64.6578550338745,80.1550924777985,0.022563338279724
6.5,1.73683299361138,1.35701954779645,7.24610250648021,2.82637213048411,8.6589896417623,-4.37006217839673,5.63930624197262,0.156718685995917,0.278801032929752,91.2205755710602,77.5581896305084,-51.6534984111786
6.6,1.5522462222187,0.987305240783551,7.00965608224476,3.08549057761531,8.43821079441069,-4.55775881851337,5.39616345928122,0.172286652831,0.263647638394502,66.0951852798462,76.1130392551422,7.58461952209473
6.7,1.55092695269042,0.551548087462596,6.70304616584848,3.34640992693033,8.22194403281445,-4.74456973222146,5.15413669246472,0.187410694606433,0.257614682186296,35.9392881393433,70.9421455860138,-80.0366103649139
6.8,1.24334783854639,0.188808019245829,6.46850445533288,3.60414364268366,8.00894532337484,-4.92903242848026,4.91733071339666,0.2018162418432,0.264013932326211,46.9327926635742,40.1299357414246,-56.4013838768005
6.9,1.23537866274319,-0.081307088731704,6.08184247770772,3.85429525024985,7.79804070043267,-5.11338310854812,4.68832415457699,0.213804339302905,0.277778683454944,100,33.263298869133,2.89371907711029
7,1.4807208487202,-0.123733319865525,5.82253903282573,4.09185333574088,7.58737621366812,-5.29527956381987,4.47130752433166,0.220413322101071,0.289139854417928,-22.4736988544464,25.4388451576233,-15.7904356718063
7.1,1.69821979084475,-0.165363855444763,5.35137059728859,4.30734033428276,7.36886723976107,-5.47117393131912,4.27144483215273,0.223235347306374,0.295891961523706,88.2445693016052,-33.8125318288803,0.008156150579453
7.2,1.39282118329226,-0.189618391119387,4.82704059100336,4.49777927131579,7.13151996563131,-5.6389443379403,4.08663562828852,0.224254650271861,0.307123724613952,22.2109884023666,-12.6184970140457,14.2290100455284
7.3,1.62586114056156,-0.569675337069377,4.10965752596609,4.68050928650975,6.89193109359733,-5.79830386256694,3.91027022931492,0.225997590390564,0.319952937564516,3.42885851860046,-3.44795286655426,46.1316823959351
7.4,1.51239945244398,-0.601385468229988,3.65335138519444,4.85908068104004,6.65572813145258,-5.94871874596125,3.74186914750887,0.228527831569385,0.331025139820064,61.6082310676575,-31.848669052124,23.163053393364
7.5,1.85888170416297,-0.773774449431364,3.072388494006,5.03589049623688,6.42085594314013,-6.08917180758849,3.5782363447444,0.230523893058075,0.341110819466855,68.8364386558533,-29.686963558197,24.6644124388695
7.6,1.99419559973942,-0.820204300150449,2.41390173581195,5.2121749665182,6.18642869665631,-6.21834836820312,3.41767010386369,0.233477097412131,0.350995577383562,56.8433880805969,47.7108538150787,40.7937973737717
7.7,2.37560787810377,-0.890972096519568,1.53991810724613,5.39742954357131,5.95828330363985,-6.33858245025801,3.25361295642904,0.237948162256514,0.362701908350389,-15.3639554977417,27.4345517158508,49.4911372661591
7.8,2.47311139778218,-0.891793202684877,1.00490985340348,5.60456530018893,5.75408662850187,-6.45252328747789,3.08174955289812,0.244593587816805,0.370211871793255,100,100,4.51800376176834
7.9,2.86507538753643,-0.850406955857534,0.529431007298308,5.81498438650056,5.56415410491237,-6.56045881421941,2.91390474281166,0.254076856687409,0.373541330898952,-100,3.37914265692234,78.715980052948
8,3.08037918101001,-0.727489604731531,-0.264209315668733,6.01827448440136,5.37881671422255,-6.66268709696575,2.75481252426619,0.262305124789929,0.37645849643096,-13.9966651797295,20.6035137176514,32.9922497272491
8.1,3.42580340671618,-0.750567476389035,-0.743921011299409,6.2127427017512,5.20007353459382,-6.7589174715629,2.60686654446561,0.269563620054802,0.377026716515736,-45.5171048641205,32.0254266262054,14.8798033595085
8.2,3.70774854062158,-0.673385550705362,-1.35678820422074,6.39612789611848,5.02611947463959,-6.85312002562571,2.47089864670319,0.277494795542881,0.376949938926719,-50.8465051651001,24.7007578611374,17.0520290732384
8.3,3.89017216311871,-0.536988670530295,-1.88205895272073,6.55040243458086,4.83830611920802,-6.94657982495924,2.35345521963289,0.284898854435072,0.383535441729459,-56.1448395252228,-44.9601799249649,14.0539392828941
8.4,4.03554374163559,-0.649512045750146,-2.8721639226917,6.6766860634907,4.64001379271683,-7.03678259651915,2.25511927140408,0.291456956800942,0.395427052796189,36.6593658924103,-62.6930594444275,49.963852763176
8.5,4.74393727341882,-0.531579853570508,-3.19211003476803,6.79621264260471,4.44586674027764,-7.12143025101932,2.16442598289317,0.2980588778421,0.401241141943893,-83.0598056316376,12.2676938772202,22.3368495702744
8.6,4.79602411018568,-0.455308556080647,-3.60734347008224,6.91467511412456,4.25347890194304,-7.20226674472222,2.07501942499149,0.304570697347522,0.398720874766973,-45.3485906124115,19.7956532239914,25.6443113088608
8.7,5.12698100118224,-0.474861178121093,-4.02650195923486,7.03517082832517,4.06264024004017,-7.27810566070575,1.98388685972143,0.312204301621126,0.387025122494483,-14.2894119024277,-46.1726754903793,24.451157450676
8.8,5.13693864393031,-0.672650301122394,-4.37628994887569,7.17777940182951,3.88685166043442,-7.3465812465173,1.87971003215602,0.319689575745414,0.359374940447225,-100,-67.0637726783752,-16.2039443850517
8.9,5.44048358781832,-0.443710815713939,-4.09219914371422,7.34883679535698,3.7325523890311,-7.40769162520343,1.76066294456577,0.327968960797974,0.320078852495093,-80.8843016624451,-33.1960767507553,-36.2695008516312
9,5.48563288454282,-0.50838910777177,-3.98479278474243,7.52439025951977,3.58487083565794,-7.4631158276717,1.64130379587403,0.333667252828972,0.28455351718196,86.553156375885,-6.39829635620117,-27.4807810783386
9.1,5.52249149800553,-0.600575039845689,-4.10952709391973,7.69685207559349,3.4414021620439,-7.51413608818801,1.52753446546765,0.336695612976464,0.253761693188092,-100,-47.2632825374603,-14.5777672529221
9.2,5.70966637552251,-0.638033658491932,-4.09448109067998,7.86555084190454,3.30005027201335,-7.5613409916416,1.41922677134333,0.336125565395036,0.229391861721465,-100,-37.2859865427017,-15.3283149003983
9.3,5.66182904292111,-0.723117624583118,-3.66186185710458,8.0174611107271,3.14810647882812,-7.60812509018438,1.31969308071836,0.331834313496862,0.213352572997031,-16.7152747511864,-74.6318101882935,-1.72216296195984
9.4,5.42886942200052,-0.535547834702652,-3.61250395473681,8.13854334476153,2.97569603751701,-7.65440495861009,1.23242975186858,0.325513718035699,0.205530173401062,59.5683813095093,-58.2530498504639,-26.7888188362122
9.5,5.42267195346599,-0.588734953136778,-3.57658854329991,8.2475865833207,2.79970468591965,-7.69892369773456,1.15161208037059,0.318343900183358,0.195708544511249,10.3582292795181,-48.0729520320892,-47.9731857776642
9.6,5.19990699176719,-0.640252074039682,-3.39190342248376,8.35531557724437,2.62354469919535,-7.73871805461747,1.07041515007406,0.308532761202337,0.18327207686395,36.7493271827698,-64.5801424980164,20.6840589642525
9.7,4.89089862203696,-0.814382200618595,-2.62771715851236,8.45928191525805,2.4500271470524,-7.77277786504343,0.992235963030629,0.295071905297948,0.168913664619072,-24.3310391902924,-65.3771758079529,7.85447210073471
9.8,4.36449899216651,-0.859514659160396,-2.51623984894552,8.56804848405882,2.28583930866053,-7.79835711859739,0.914779981670155,0.276606510085348,0.148420444190205,-0.885257124900818,-54.6830952167511,-38.1923675537109
9.9,4.37251783743037,-1.05708541600437,-1.92975804803546,8.69846963118432,2.14514840754535,-7.81313716466861,0.836703403961201,0.251642670670884,0.119891931597642,-39.7004276514053,-76.3465404510498,-56.3018620014191
10,3.88616947441316,-1.18078215146091,-1.00551783018217,8.83247088226667,2.01556003944351,-7.81734026661427,0.76559309471041,0.219474555025061,0.09886299221365,43.7384366989136,-68.174159526825,-52.084881067276
10.1,3.35258780544761,-1.20774076964644,-0.674470767735964,8.95696776965212,1.88580751072492,-7.81479816707133,0.704000284621722,0.181913109637619,0.085147070840853,44.5259869098663,-80.9863567352295,-80.2350878715515
10.2,2.66651385800965,-1.23872379896802,-0.464763359606839,9.07816226963968,1.74543826949062,-7.80734677909406,0.640086304567283,0.142172795882824,0.072394555228255,75.5575478076935,-49.0167200565338,-47.1661686897278
10.3,2.22491996243652,-1.43374543301021,0.287969256551992,9.20074207061539,1.57623564210239,-7.79634265608651,0.555768617371687,0.104001874943311,0.058866856727526,81.6218972206116,-66.7043447494507,-3.32193113863468
10.4,1.76611342023786,-1.50805141455513,0.491109315141367,9.30198994073963,1.36430453972921,-7.78448596788319,0.448736870073438,0.070278778122036,0.051645816061713,59.4525694847107,7.88933783769608,16.9688194990158
10.5,1.01543712923756,-1.4923408896872,0.269591227926755,9.38307744745843,1.12893805771285,-7.77317906991421,0.331774430340122,0.040351740296055,0.037810715035028,-4.1988268494606,-0.966678559780121,17.8244844079018
10.6,0.428041854727481,-1.33187701154452,0.669263163474925,9.46033955440782,0.898261703378528,-7.76170598809439,0.220839817704933,0.010195791384742,0.010585323315819,8.96375179290772,-7.42779821157455,7.67997056245804
10.7,-0.132872334904879,-1.4625038866515,0.829986782966789,9.53296138812459,0.678680011071728,-7.74919117661178,0.122464623416245,-0.0213836667974,-0.027033808937288,-14.7579163312912,36.8669748306274,-15.8417075872421
10.8,-0.652160510668176,-1.77212513805285,0.908598075856237,9.59926425266073,0.475385162794782,-7.7375314931138,0.043055815248879,-0.049961965388828,-0.069608141226562,-34.5447301864624,52.2300064563751,-25.6471931934357
10.9,-1.43036131807948,-1.4198456731354,0.767217940325583,9.67258851497186,0.308536025117007,-7.72641238622523,-0.001559464641357,-0.073033375850692,-0.118653309999901,-37.5562012195587,65.1660144329071,-82.6744019985199
11,-1.82391505738702,-1.26428961675881,0.973980168476383,9.75606603142994,0.179136219160228,-7.7150146557697,-0.006025319185885,-0.091438759867241,-0.162772030379657,9.64425951242447,80.7216286659241,-80.0069451332092
11.1,-2.54775601491,-1.43358561244694,1.01261371576213,9.8305793657413,0.059714975282792,-7.70261848251134,0.010743620415029,-0.106815569010959,-0.180928246428298,54.7342419624329,77.0969808101654,-77.658224105835
11.2,-3.34777015668142,-1.53479765404739,0.719069597567511,9.8952468175355,-0.064709707421219,-7.6922883704206,0.031790697503353,-0.116967058051299,-0.177570317377401,81.7475140094757,72.116219997406,-85.8454763889313
11.3,-3.85713891784875,-1.55029097654154,0.274281458392134,9.95005654785687,-0.199906515287088,-7.68517186509342,0.048656583929268,-0.122781153344402,-0.160382022485311,80.1575243473053,82.7757358551025,-78.2773673534393
11.4,-4.44152388106693,-1.26798357177963,-0.172699028859163,9.99349790773738,-0.344955248313815,-7.68159347666906,0.059951086130244,-0.12472852626256,-0.13443580925615,69.7048366069794,89.2723977565765,-92.3865914344788
11.5,-4.73730592077229,-1.34266708718501,-0.596731490564159,10.0246792491493,-0.496917190345285,-7.68395897802811,0.066112379853706,-0.121474391374954,-0.103629526178962,80.1075160503387,72.5085854530335,-54.6152591705322
11.6,-5.22858707658739,-1.31121003579166,-0.889942514821425,10.043043797503,-0.651920819129465,-7.694907259994,0.068521763544979,-0.112370096895085,-0.072560030335426,78.5777509212494,64.5361304283142,-32.0002347230911
11.7,-5.54385810301108,-1.13700770974667,-1.09026662275756,10.0368434968719,-0.805111946425991,-7.71396801044486,0.068050977528597,-0.098775925370324,-0.037198442037712,78.5880982875824,79.0106594562531,41.3472414016724
11.8,-5.77420291956294,-0.858158907892607,-1.93475251281383,9.99302872140416,-0.951536443160085,-7.73757918847002,0.066289198513976,-0.083535696192696,-0.000182920925559,83.054918050766,59.5196902751923,46.0937917232513
